"year_week","start_date","end_date","region_name","region_code","lat","long","number_healthcare_workers","number_cases","population","incidence","cases_0-4","inc_0-4","cases_5-14","inc_5-14","cases_15-64","inc_15-64","cases_65+","inc_65+"
"2016-44",2016-10-31,2016-11-06,"Piedmont",1,45,8,33,169,44268,"3.82",27,"17.7",18,"3.96",107,"4.07",17,"1.43"
"2016-44",2016-10-31,2016-11-06,"Aosta Valley",2,46,7,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2016-44",2016-10-31,2016-11-06,"Lombardy",3,45,9,128,145,190094,"0.76",27,"2.26",23,"0.89",76,"2.18",19,"0.42"
"2016-44",2016-10-31,2016-11-06,"AP Bolzano",21,46,11,4,1,6148,"0.16",0,"0",0,"0",1,"0.24",0,"0"
"2016-44",2016-10-31,2016-11-06,"AP Trento",22,46,11,10,30,12323,"2.43",6,"8.89",2,"1.28",17,"2.39",5,"1.67"
"2016-44",2016-10-31,2016-11-06,"Veneto",5,45,12,80,54,108024,"0.5",1,"0.15",2,"0.13",30,"0.49",21,"0.87"
"2016-44",2016-10-31,2016-11-06,"Friuli-Venezia Giulia",6,46,14,15,11,18718,"0.59",0,"0",1,"0.33",10,"2.81",0,"0"
"2016-44",2016-10-31,2016-11-06,"Liguria",7,44,9,38,52,47789,"1.09",3,"1.01",3,"0.71",39,"3.54",7,"0.51"
"2016-44",2016-10-31,2016-11-06,"Emilia Romagna",8,44,11,30,35,41792,"0.84",0,"0",2,"0.44",33,"1.33",0,"0"
"2016-44",2016-10-31,2016-11-06,"Tuscany",9,44,11,51,42,66666,"0.63",5,"2.02",6,"1.03",24,"1.79",7,"0.39"
"2016-44",2016-10-31,2016-11-06,"Umbria",10,43,12,6,2,6521,"0.31",1,"1.00",1,"0.39",0,"0",0,"0"
"2016-44",2016-10-31,2016-11-06,"Marche",11,44,14,6,6,7890,"0.76",0,"0",0,"0",5,"1.05",1,"0.51"
"2016-44",2016-10-31,2016-11-06,"Lazio",12,42,12,81,65,104002,"0.62",5,"1.05",9,"0.75",45,"0.7",6,"0.26"
"2016-44",2016-10-31,2016-11-06,"Abruzzo",13,42,13,32,41,34348,"1.19",2,"0.92",4,"0.74",30,"4.01",5,"0.71"
"2016-44",2016-10-31,2016-11-06,"Molise",14,42,15,10,17,11538,"1.47",3,"2.78",2,"0.82",10,"2.01",2,"0.66"
"2016-44",2016-10-31,2016-11-06,"Campania",15,41,14,6,2,7201,"0.28",0,"0",0,"0",2,"0.55",0,"0"
"2016-44",2016-10-31,2016-11-06,"Apulia",16,41,17,106,23,136790,"0.17",5,"0.7",2,"0.14",13,"0.45",3,"0.11"
"2016-44",2016-10-31,2016-11-06,"Basilicata",17,41,16,7,1,9372,"0.11",0,"0",0,"0",1,"0.16",0,"0"
"2016-44",2016-10-31,2016-11-06,"Calabria",18,39,17,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2016-44",2016-10-31,2016-11-06,"Sicily",19,38,13,63,52,81649,"0.64",0,"0",4,"0.79",40,"2.01",8,"0.39"
"2016-44",2016-10-31,2016-11-06,"Sardinia",20,39,9,14,4,16812,"0.24",1,"0.41",0,"0",3,"0.41",0,"0"
"2016-45",2016-11-07,2016-11-13,"Piedmont",1,45,8,38,113,52033,"2.17",32,"23.95",21,"4.99",49,"1.51",11,"0.78"
"2016-45",2016-11-07,2016-11-13,"Aosta Valley",2,46,7,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2016-45",2016-11-07,2016-11-13,"Lombardy",3,45,9,131,180,193637,"0.93",33,"2.59",18,"0.66",110,"3.03",19,"0.42"
"2016-45",2016-11-07,2016-11-13,"AP Bolzano",21,46,11,6,10,9654,"1.04",3,"9.01",3,"2.37",4,"0.7",0,"0"
"2016-45",2016-11-07,2016-11-13,"AP Trento",22,46,11,11,35,13332,"2.63",9,"8.64",5,"2.26",17,"2.39",4,"1.35"
"2016-45",2016-11-07,2016-11-13,"Veneto",5,45,12,83,77,110495,"0.7",3,"0.46",7,"0.47",60,"0.95",7,"0.27"
"2016-45",2016-11-07,2016-11-13,"Friuli-Venezia Giulia",6,46,14,15,19,18771,"1.01",2,"1.15",2,"0.53",11,"3.86",4,"0.93"
"2016-45",2016-11-07,2016-11-13,"Liguria",7,44,9,42,34,53005,"0.64",0,"0",4,"0.94",27,"2.38",3,"0.2"
"2016-45",2016-11-07,2016-11-13,"Emilia Romagna",8,44,11,38,53,51688,"1.03",0,"0",3,"0.48",45,"1.48",5,"0.39"
"2016-45",2016-11-07,2016-11-13,"Tuscany",9,44,11,43,78,56823,"1.37",17,"7.66",14,"2.86",35,"3.01",12,"0.78"
"2016-45",2016-11-07,2016-11-13,"Umbria",10,43,12,7,2,7820,"0.26",2,"1.59",0,"0",0,"0",0,"0"
"2016-45",2016-11-07,2016-11-13,"Marche",11,44,14,8,23,9188,"2.5",0,"0",3,"1.48",11,"2.46",9,"5.8"
"2016-45",2016-11-07,2016-11-13,"Lazio",12,42,12,75,146,99254,"1.47",7,"2.79",9,"1.25",118,"1.78",12,"0.51"
