"year_week","start_date","end_date","region_name","region_code","lat","long","number_healthcare_workers","number_cases","population","incidence","cases_0-4","inc_0-4","cases_5-14","inc_5-14","cases_15-64","inc_15-64","cases_65+","inc_65+"
"2012-44",2012-10-15,2012-10-21,"Piedmont",1,45.0732745,7.680687483,30,79,39112,"2.02",9,"3.72",17,"3.76",41,"1.75",12,"1.37"
"2012-44",2012-10-15,2012-10-21,"Aosta Valley",2,45.73750286,7.320149366,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2012-44",2012-10-15,2012-10-21,"Lombardy",3,45.46679409,9.190347404,132,95,184625,"0.51",29,"1.82",8,"0.29",53,"1.32",5,"0.13"
"2012-44",2012-10-15,2012-10-21,"AP Bolzano",21,46.49933453,11.35662422,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2012-44",2012-10-15,2012-10-21,"AP Trento",22,46.06893511,11.12123097,12,13,16246,"0.8",9,"7.89",2,"1.00",2,"0.2",0,"0"
"2012-44",2012-10-15,2012-10-21,"Veneto",5,45.43490485,12.33845213,70,6,90354,"0.07",0,"0",0,"0",5,"0.1",1,"0.05"
"2012-44",2012-10-15,2012-10-21,"Friuli-Venezia Giulia",6,45.6494354,13.76813649,13,3,17908,"0.17",0,"0",0,"0",1,"0.21",2,"0.45"
"2012-44",2012-10-15,2012-10-21,"Liguria",7,44.41149315,8.9326992,40,28,45865,"0.61",10,"3.53",5,"1.14",8,"0.97",5,"0.37"
"2012-44",2012-10-15,2012-10-21,"Emilia Romagna",8,44.49436681,11.3417208,19,13,27098,"0.48",6,"4.15",6,"2.09",1,"0.06",0,"0"
"2012-44",2012-10-15,2012-10-21,"Tuscany",9,43.76923077,11.25588885,46,40,58245,"0.69",1,"0.32",1,"0.15",31,"2.29",7,"0.5"
"2012-44",2012-10-15,2012-10-21,"Umbria",10,43.10675841,12.38824698,11,0,13098,"0",0,"0",0,"0",0,"0",0,"0"
"2012-44",2012-10-15,2012-10-21,"Marche",11,43.61675973,13.5188753,3,0,3192,"0",0,"0",0,"0",0,"0",0,"0"
"2012-44",2012-10-15,2012-10-21,"Lazio",12,41.89277044,12.48366722,66,48,85566,"0.56",8,"1.8",5,"0.54",27,"0.5",8,"0.45"
"2012-44",2012-10-15,2012-10-21,"Abruzzo",13,42.35122196,13.39843823,9,3,9996,"0.3",0,"0",0,"0",2,"0.9",1,"0.47"
"2012-44",2012-10-15,2012-10-21,"Molise",14,41.55774754,14.65916051,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2012-44",2012-10-15,2012-10-21,"Campania",15,40.83956555,14.25084984,6,12,7121,"1.69",0,"0",2,"1.82",8,"1.77",2,"1.69"
"2012-44",2012-10-15,2012-10-21,"Apulia",16,41.12559576,16.86736689,114,26,149133,"0.17",5,"0.75",0,"0",16,"0.46",5,"0.17"
"2012-44",2012-10-15,2012-10-21,"Basilicata",17,40.63947052,15.80514834,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2012-44",2012-10-15,2012-10-21,"Calabria",18,38.90597598,16.59440194,13,21,16402,"1.28",9,"4.48",2,"0.47",10,"3.31",0,"0"
"2012-44",2012-10-15,2012-10-21,"Sicily",19,38.11569725,13.3623567,52,40,67442,"0.59",0,"0",2,"0.59",29,"1.89",9,"0.56"
"2012-44",2012-10-22,2012-10-28,"Sardinia",20,39.21531192,9.110616306,7,2,7033,"0.28",0,"0",0,"0",2,"0.75",0,"0"
"2012-45",2012-10-22,2012-10-28,"Piedmont",1,45.0732745,7.680687483,29,62,37407,"1.66",12,"4.46",6,"1.19",34,"1.58",10,"1.22"
"2012-45",2012-10-22,2012-10-28,"Aosta Valley",2,45.73750286,7.320149366,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2012-45",2012-10-22,2012-10-28,"Lombardy",3,45.46679409,9.190347404,134,126,187947,"0.67",28,"1.76",14,"0.51",80,"2.26",4,"0.1"
"2012-45",2012-10-22,2012-10-28,"AP Bolzano",21,46.49933453,11.35662422,7,5,11578,"0.43",0,"0",1,"0.84",4,"0.52",0,"0"
"2012-45",2012-10-22,2012-10-28,"AP Trento",22,46.06893511,11.12123097,10,14,11964,"1.17",9,"5.36",3,"0.97",2,"0.37",0,"0"
"2012-45",2012-10-22,2012-10-28,"Veneto",5,45.43490485,12.33845213,60,24,78691,"0.3",0,"0",0,"0",22,"0.47",2,"0.11"
"2012-45",2012-10-22,2012-10-28,"Friuli-Venezia Giulia",6,45.6494354,13.76813649,16,4,22398,"0.18",1,"0.93",0,"0",2,"0.36",1,"0.18"
"2012-45",2012-10-22,2012-10-28,"Liguria",7,44.41149315,8.9326992,41,31,47709,"0.65",7,"2.93",6,"1.5",12,"1.17",6,"0.43"
"2012-45",2012-10-22,2012-10-28,"Emilia Romagna",8,44.49436681,11.3417208,28,46,38369,"1.2",20,"7.62",16,"2.97",10,"0.47",0,"0"
"2012-45",2012-10-22,2012-10-28,"Tuscany",9,43.76923077,11.25588885,43,34,55357,"0.61",0,"0",1,"0.18",28,"2.55",5,"0.36"
"2012-45",2012-10-22,2012-10-28,"Umbria",10,43.10675841,12.38824698,10,4,11899,"0.34",3,"2.4",0,"0",1,"1.27",0,"0"
"2012-45",2012-10-22,2012-10-28,"Marche",11,43.61675973,13.5188753,5,10,5554,"1.8",0,"0",5,"3.81",4,"1.57",1,"0.97"
"2012-45",2012-10-22,2012-10-28,"Lazio",12,41.89277044,12.48366722,61,61,80330,"0.76",4,"1.17",3,"0.4",42,"0.8",12,"0.7"
"2012-45",2012-10-22,2012-10-28,"Abruzzo",13,42.35122196,13.39843823,13,1,14510,"0.07",0,"0",0,"0",1,"0.33",0,"0"
"2012-45",2012-10-22,2012-10-28,"Molise",14,41.55774754,14.65916051,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2012-45",2012-10-22,2012-10-28,"Campania",15,40.83956555,14.25084984,21,26,24640,"1.06",0,"0",6,"1.45",14,"0.97",6,"1.66"
"2012-45",2012-10-22,2012-10-28,"Apulia",16,41.12559576,16.86736689,112,32,144145,"0.22",8,"0.94",3,"0.18",14,"0.46",7,"0.25"
"2012-45",2012-10-22,2012-10-28,"Basilicata",17,40.63947052,15.80514834,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2012-45",2012-10-22,2012-10-28,"Calabria",18,38.90597598,16.59440194,12,24,15767,"1.52",10,"5.29",6,"1.54",7,"3.16",1,"0.49"
"2012-45",2012-10-22,2012-10-28,"Sicily",19,38.11569725,13.3623567,54,62,69773,"0.89",0,"0",1,"0.23",45,"3.04",16,"0.99"
"2012-45",2012-10-22,2012-10-28,"Sardinia",20,39.21531192,9.110616306,6,0,5446,"0",0,"0",0,"0",0,"0",0,"0"
"2012-46",2012-10-29,2012-11-04,"Piedmont",1,45.0732745,7.680687483,33,96,43389,"2.21",16,"6.32",16,"3.44",53,"2.02",11,"1.1"
"2012-46",2012-10-29,2012-11-04,"Aosta Valley",2,45.73750286,7.320149366,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2012-46",2012-10-29,2012-11-04,"Lombardy",3,45.46679409,9.190347404,140,132,195679,"0.67",42,"2.37",13,"0.43",64,"1.65",13,"0.33"
"2012-46",2012-10-29,2012-11-04,"AP Bolzano",21,46.49933453,11.35662422,6,8,9046,"0.88",4,"17.7",3,"2.71",1,"0.17",0,"0"
"2012-46",2012-10-29,2012-11-04,"AP Trento",22,46.06893511,11.12123097,12,20,15081,"1.33",11,"6.55",6,"1.89",3,"0.39",0,"0"
"2012-46",2012-10-29,2012-11-04,"Veneto",5,45.43490485,12.33845213,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2012-46",2012-10-29,2012-11-04,"Friuli-Venezia Giulia",6,45.6494354,13.76813649,15,6,20069,"0.3",0,"0",1,"0.33",4,"1.34",1,"0.21"
"2012-46",2012-10-29,2012-11-04,"Liguria",7,44.41149315,8.9326992,36,41,40918,"1.00",15,"6.38",7,"1.88",11,"1.41",8,"0.7"
"2012-46",2012-10-29,2012-11-04,"Emilia Romagna",8,44.49436681,11.3417208,38,43,49170,"0.87",15,"3.24",11,"1.18",17,"0.67",0,"0"
"2012-46",2012-10-29,2012-11-04,"Tuscany",9,43.76923077,11.25588885,48,47,61243,"0.77",0,"0",4,"0.64",37,"2.63",6,"0.39"
"2012-46",2012-10-29,2012-11-04,"Umbria",10,43.10675841,12.38824698,11,7,13575,"0.52",3,"2.22",3,"1.24",1,"0.89",0,"0"
"2012-46",2012-10-29,2012-11-04,"Marche",11,43.61675973,13.5188753,5,7,5579,"1.25",0,"0",0,"0",7,"2.73",0,"0"
"2012-46",2012-10-29,2012-11-04,"Lazio",12,41.89277044,12.48366722,65,70,84664,"0.83",1,"0.27",4,"0.49",57,"1.04",8,"0.45"
"2012-46",2012-10-29,2012-11-04,"Abruzzo",13,42.35122196,13.39843823,14,6,14753,"0.41",2,"1.14",1,"0.33",3,"0.99",0,"0"
