"data","codice_regione","denominazione_regione","codice_provincia","denominazione_provincia","sigla_provincia","lat","long","nuovi_casi","casi_totali","nuovi_morti_abbattuti","totale_morti_abbattuti","equidi_presenti_focolaio"
2018-10-24,16,"Puglia",110,"Barletta-Andria-Trani","BT",41.22705039,16.29520432,0,3,0,0,14
2018-10-24,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,0,6,0,0,109
2018-10-24,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,1,10,0,3,173
2018-10-24,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,4,0,0,116
2018-10-24,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,3
2018-10-24,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,2,7,0,1,29
2018-10-24,6,"Friuli Venezia Giulia",31,"Gorizia","GO",45.94149817,13.62212502,0,1,0,0,5
2018-10-24,12,"Lazio",59,"Latina","LT",41.46759465,12.90368482,0,2,0,0,4
2018-10-24,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,2,0,0,5
2018-10-24,17,"Basilicata",77,"Matera","MT",40.66751177,16.59792442,0,1,0,0,2
2018-10-24,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,0,1,0,0,75
2018-10-24,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,7,0,0,18
2018-10-24,20,"Sardegna",91,"Nuoro","NU",40.32318834,9.330296393,0,1,0,0,1
2018-10-24,20,"Sardegna",95,"Oristano","OR",39.90381075,8.591183151,0,1,0,0,4
2018-10-24,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,0,27,0,0,30
2018-10-24,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,3,0,1,74
2018-10-24,6,"Friuli Venezia Giulia",93,"Pordenone","PN",45.95443546,12.66002909,0,2,0,0,8
2018-10-24,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,0,1,0,0,1
2018-10-24,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,0,3,0,0,106
2018-10-24,12,"Lazio",58,"Roma","RM",41.89277044,12.48366722,1,2,0,0,14
2018-10-24,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,0,22,0,0,47
2018-10-24,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,1,3,1,2,44
2018-10-24,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,2,14,0,1,302
2018-10-24,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,2,12,0,0,12
2018-10-24,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,0,2,0,0,22
2018-10-24,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,0,1,0,0,7
2018-10-24,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,1,22,0,0,47
2018-10-24,1,"Piemonte",2,"Vercelli","VC",45.32398135,8.423234312,0,2,0,1,3
2018-10-24,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,1,15,0,0,17
2018-10-24,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,1,3,0,0,4
2018-11-07,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,3,10,0,0,241
2018-11-07,16,"Puglia",110,"Barletta-Andria-Trani","BT",41.22705039,16.29520432,0,3,0,0,14
2018-11-07,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,0,6,0,0,109
2018-11-07,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,0,10,0,3,173
2018-11-07,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,4,0,0,116
2018-11-07,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,3
2018-11-07,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,0,7,0,1,29
2018-11-07,6,"Friuli Venezia Giulia",31,"Gorizia","GO",45.94149817,13.62212502,0,1,0,0,5
2018-11-07,12,"Lazio",59,"Latina","LT",41.46759465,12.90368482,3,5,0,0,4
2018-11-07,3,"Lombardia",98,"Lodi","LO",45.31440693,9.503720769,2,2,0,0,66
2018-11-07,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,2,0,0,5
2018-11-07,17,"Basilicata",77,"Matera","MT",40.66751177,16.59792442,0,1,0,0,2
2018-11-07,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,0,1,0,0,75
2018-11-07,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,7,0,0,18
2018-11-07,20,"Sardegna",91,"Nuoro","NU",40.32318834,9.330296393,0,1,0,0,1
2018-11-07,20,"Sardegna",95,"Oristano","OR",39.90381075,8.591183151,0,1,0,0,4
2018-11-07,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,0,27,0,0,30
2018-11-07,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,3,0,1,74
2018-11-07,6,"Friuli Venezia Giulia",93,"Pordenone","PN",45.95443546,12.66002909,0,2,0,0,8
2018-11-07,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,0,1,0,0,1
2018-11-07,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,0,3,0,0,106
2018-11-07,12,"Lazio",58,"Roma","RM",41.89277044,12.48366722,1,3,0,0,14
2018-11-07,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,0,22,0,0,47
2018-11-07,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,3,0,2,44
2018-11-07,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,3,17,0,1,310
2018-11-07,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,12,0,0,12
2018-11-07,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,0,2,0,0,22
2018-11-07,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,0,1,0,0,7
2018-11-07,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,22,0,0,47
2018-11-07,1,"Piemonte",2,"Vercelli","VC",45.32398135,8.423234312,0,2,0,1,3
2018-11-07,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,0,15,0,0,17
2018-11-07,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,3,0,0,4
2018-11-14,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,0,10,0,0,241
2018-11-14,16,"Puglia",110,"Barletta-Andria-Trani","BT",41.22705039,16.29520432,0,3,0,0,14
2018-11-14,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,0,6,0,0,109
2018-11-14,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,0,10,0,3,173
2018-11-14,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,4,0,0,116
2018-11-14,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,3
2018-11-14,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,1,8,0,1,30
2018-11-14,6,"Friuli Venezia Giulia",31,"Gorizia","GO",45.94149817,13.62212502,0,1,0,0,5
2018-11-14,12,"Lazio",59,"Latina","LT",41.46759465,12.90368482,0,5,0,0,4
2018-11-14,3,"Lombardia",98,"Lodi","LO",45.31440693,9.503720769,0,2,0,0,66
2018-11-14,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,2,0,0,5
2018-11-14,17,"Basilicata",77,"Matera","MT",40.66751177,16.59792442,0,1,0,0,2
2018-11-14,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,0,1,0,0,75
2018-11-14,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,7,0,0,18
2018-11-14,20,"Sardegna",91,"Nuoro","NU",40.32318834,9.330296393,0,1,0,0,1
2018-11-14,20,"Sardegna",95,"Oristano","OR",39.90381075,8.591183151,0,1,0,0,4
2018-11-14,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,1,28,0,0,30
2018-11-14,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,3,0,1,74
2018-11-14,6,"Friuli Venezia Giulia",93,"Pordenone","PN",45.95443546,12.66002909,0,2,0,0,8
2018-11-14,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,0,1,0,0,1
2018-11-14,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,0,3,0,0,106
2018-11-14,12,"Lazio",58,"Roma","RM",41.89277044,12.48366722,0,3,0,0,14
2018-11-14,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,0,22,0,0,47
2018-11-14,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,3,0,2,44
2018-11-14,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,17,0,1,310
2018-11-14,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,-1,11,0,0,12
2018-11-14,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,0,2,0,0,22
2018-11-14,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,0,1,0,0,7
2018-11-14,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,1,23,0,0,48
2018-11-14,1,"Piemonte",2,"Vercelli","VC",45.32398135,8.423234312,0,2,0,1,3
2018-11-14,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,0,15,0,0,17
2018-11-14,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,2,5,0,0,6
2019-07-31,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,1,1,0,0,0
2019-08-07,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,0,0
2019-08-21,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,0,2
2019-08-21,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,1,1,0,0,26
2019-08-28,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,0,2
2019-08-28,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,1,2,1,1,34
2019-09-04,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,0,2
2019-09-04,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2,0,1,34
2019-09-11,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,1,1,1,1,19
2019-09-11,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,0,2
2019-09-11,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2,0,1,34
2019-09-18,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,1,0,1,19
2019-09-18,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,0,2
2019-09-18,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2,0,1,34
2019-09-25,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,1,0,1,19
2019-09-25,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,0,2
2019-09-25,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2,0,1,34
2019-09-25,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,1,1,1,1,13
2019-09-25,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,1,1,1,1,18
2019-10-02,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,1,0,1,19
2019-10-02,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,0,2
2019-10-02,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2,0,1,34
2019-10-02,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,1,2,-1,0,35
2019-10-02,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,1,0,1,18
2019-10-09,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,1,2,1,2,36
2019-10-09,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,0,2
2019-10-09,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2,0,1,34
2019-10-09,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,2,0,0,35
2019-10-09,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,1,0,1,18
2019-10-16,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,2,0,2,36
2019-10-16,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,0,2
2019-10-16,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2,0,1,34
2019-10-16,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,2,0,0,35
2019-10-16,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,1,0,1,18
2019-10-23,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,2,0,2,36
2019-10-23,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,0,2
2019-10-23,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2,0,1,34
2019-10-23,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,2,0,0,35
2019-10-23,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,1,0,1,18
2019-10-30,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,2,0,2,36
2019-10-30,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,0,2
2019-10-30,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2,0,1,34
2019-10-30,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,2,0,0,35
2019-10-30,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,1,0,1,18
2019-11-06,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,2,0,2,36
2019-11-06,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,0,2
2019-11-06,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2,0,1,34
2019-11-06,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,2,0,0,35
2019-11-06,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,1,0,1,18
2019-11-17,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,2,0,2,36
2019-11-17,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,0,2
2019-11-17,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2,0,1,34
2019-11-17,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,2,0,0,35
2019-11-17,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,1,0,1,18
2019-11-24,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,2,0,2,36
2019-11-24,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,0,2
2019-11-24,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2,0,1,34
2019-11-24,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,2,0,0,35
2019-11-24,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,1,0,1,18
2020-08-12,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,1,1,0,0,40
2020-08-19,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,1,0,0,40
2020-08-19,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,1,1,0,0,7
2020-08-26,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,1,0,0,40
2020-08-26,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,1,1,0,0,3
2020-08-26,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,1,1,1,1,36
2020-08-26,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,1,0,0,7
2020-08-26,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,1,1,0,0,17
2020-09-02,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,1,0,0,40
2020-09-02,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,3
2020-09-02,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,1,0,1,36
2020-09-02,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,1,0,0,7
2020-09-02,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,1,0,0,17
2020-09-09,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,1,0,0,40
2020-09-09,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,3
2020-09-09,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,1,0,1,36
2020-09-09,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,1,0,0,7
2020-09-09,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,1,0,0,17
2020-09-16,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,1,0,0,40
2020-09-16,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,1,2,0,0,5
2020-09-16,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,1,0,1,36
2020-09-16,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,1,0,0,7
2020-09-16,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,1,0,0,17
2020-09-23,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,2,3,0,0,54
2020-09-23,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,1,1,0,0,30
2020-09-23,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,2,0,0,5
2020-09-23,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,1,1,0,0,31
2020-09-23,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,1,0,1,36
2020-09-23,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,1,0,0,7
2020-09-23,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,1,0,0,17
2020-09-30,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,-1,2,0,0,54
2020-09-30,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,2,4,1,1,110
2020-09-30,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,1,2,0,0,5
2020-09-30,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,1,0,0,31
2020-09-30,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,1,0,1,36
2020-09-30,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,1,0,0,7
2020-09-30,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,1,0,0,17
2020-10-07,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,2,0,0,54
2020-10-07,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,4,0,1,110
2020-10-07,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,2,0,0,5
2020-10-07,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,1,0,0,31
2020-10-07,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,1,2,0,1,50
2020-10-07,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,1,0,0,7
2020-10-07,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,1,0,0,17
2020-10-14,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,2,0,0,54
2020-10-14,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,4,0,1,110
2020-10-14,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,2,0,0,5
2020-10-14,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,1,0,0,31
2020-10-14,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,2,0,1,50
2020-10-14,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,1,0,0,7
2020-10-14,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,1,0,0,17
2020-10-21,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,4,0,0,54
2020-10-21,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,1,0,1,110
2020-10-21,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,5
2020-10-21,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,2,0,0,31
2020-10-21,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,2,0,1,50
2020-10-21,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,1,0,0,7
2020-10-21,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2,0,0,17
2020-10-28,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,2,0,0,54
2020-10-28,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,4,0,1,110
2020-10-28,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,2,0,0,5
2020-10-28,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,1,0,0,31
2020-10-28,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,2,0,1,50
2020-10-28,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,1,0,0,7
2020-10-28,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,1,0,0,17
2020-11-04,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,2,0,0,54
2020-11-04,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,4,0,1,110
2020-11-04,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,2,0,0,5
2020-11-04,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,1,0,0,31
2020-11-04,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,2,0,1,50
2020-11-04,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,1,0,0,7
2020-11-04,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,1,0,0,17
2021-09-08,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,1,1,0,0,0
2021-09-15,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,1,0,0,0
2021-09-22,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,1,0,0,0
2021-09-22,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,1,1,0,0,0
2021-09-29,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,1,0,0,0
2021-09-29,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,0,1,0,0,0
2021-10-06,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,1,0,0,0
2021-10-06,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,0,1,0,0,0
2021-10-13,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,1,1,0,0,37
2021-10-13,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,1,0,0,20
2021-10-13,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,1,1,0,0,40
2021-10-13,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,0,1,0,0,25
2021-10-20,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,1,0,0,37
2021-10-20,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,1,0,0,20
2021-10-20,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,0,1,0,0,40
2021-10-20,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,0,1,0,0,25
2021-10-27,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,1,0,0,37
2021-10-27,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,1,0,0,20
2021-10-27,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,0,1,0,0,40
2021-10-27,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,0,1,0,0,25
2021-11-03,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,1,0,0,37
2021-11-03,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,1,0,0,20
2021-11-03,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,0,1,0,0,40
2021-11-03,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,0,1,0,0,25
2021-11-10,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,1,0,0,37
2021-11-10,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,1,0,0,20
2021-11-10,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,0,1,0,0,40
2021-11-10,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,0,1,0,0,25
2021-11-17,1,"Piemonte",6,"Alessandria","AL",44.91297351,8.615401155,2,2,0,0,11
2021-11-17,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,1,0,0,37
2021-11-17,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,1,0,0,20
2021-11-17,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,0,1,0,0,40
2021-11-17,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,0,1,0,0,25
2021-11-24,1,"Piemonte",6,"Alessandria","AL",44.91297351,8.615401155,0,2,0,0,11
2021-11-24,3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,0,1,0,0,37
2021-11-24,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,1,0,0,20
2021-11-24,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,0,1,0,0,40
2021-11-24,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,0,1,0,0,25
2022-08-02,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,2,2,0,0,35
2022-08-02,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,1,1,0,0,103
2022-08-02,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,1,1,0,0,15
2022-08-09,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,1,3,0,0,45
2022-08-09,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,1,1,1,1,194
2022-08-09,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,1,0,0,103
2022-08-09,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,1,0,0,15
2022-08-16,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,1,1,0,0,3
2022-08-16,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,0,3,0,0,45
2022-08-16,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,1,0,1,46
2022-08-16,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,1,0,0,103
2022-08-16,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,1,2,0,0,25
2022-08-23,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,1,0,0,3
2022-08-23,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,1,1,0,0,3
2022-08-23,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,1,1,1,1,34
2022-08-23,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,2,2,1,1,2
