"data","codice_regione","denominazione_regione","codice_provincia","denominazione_provincia","sigla_provincia","lat","long","nuovi_casi","casi_totali","nuovi_morti_abbattuti","totale_morti_abbattuti","equidi_presenti_focolaio"
2017-11-08,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,0,1,0,0,3
2017-11-08,12,"Lazio",56,"Viterbo","VT",42.4173828,12.10473416,0,3,0,0,33
2018-07-18,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,1,1,0,0,0
2018-07-25,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,0,1,0,0,0
2018-08-01,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,0,1,0,0,0
2018-08-08,6,"Friuli Venezia Giulia",31,"Gorizia","GO",45.94149817,13.62212502,1,1,0,0,5
2018-08-08,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,4,4,0,0,6
2018-08-08,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,5,5,0,0,17
2018-08-08,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,6,6,0,0,23
2018-08-08,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,0,1,0,0,3
2018-08-22,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,1,1,0,0,100
2018-08-22,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,1,1,0,0,27
2018-08-22,6,"Friuli Venezia Giulia",31,"Gorizia","GO",45.94149817,13.62212502,0,1,0,0,5
2018-08-22,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,1,1,0,0,4
2018-08-22,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,1,1,0,0,45
2018-08-22,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,4,8,0,0,10
2018-08-22,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,1,1,0,0,1
2018-08-22,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,14,19,0,0,44
2018-08-22,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,5,5,0,0,6
2018-08-22,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,6,12,0,0,35
2018-08-22,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,2,3,0,0,5
2018-08-22,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,1,1,0,0,2
2018-08-29,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,1,1,0,0,53
2018-08-29,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,0,1,0,0,100
2018-08-29,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,6,7,1,1,66
2018-08-29,6,"Friuli Venezia Giulia",31,"Gorizia","GO",45.94149817,13.62212502,0,1,0,0,5
2018-08-29,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,1,0,0,4
2018-08-29,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,6,7,0,0,18
2018-08-29,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,0,8,0,0,10
2018-08-29,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,0,1,0,0,106
2018-08-29,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,0,19,0,0,44
2018-08-29,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,2,2,1,1,9
2018-08-29,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,5,0,0,6
2018-08-29,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,12,0,0,35
2018-08-29,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,0,3,0,0,5
2018-08-29,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,1,0,0,2
2018-09-05,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,0,1,0,0,53
2018-09-05,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,0,1,0,0,100
2018-09-05,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,0,7,0,1,66
2018-09-05,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,1,1,0,0,3
2018-09-05,6,"Friuli Venezia Giulia",31,"Gorizia","GO",45.94149817,13.62212502,0,1,0,0,5
2018-09-05,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,1,0,0,4
2018-09-05,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,7,0,0,18
2018-09-05,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,12,20,0,0,22
2018-09-05,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,0,1,0,0,106
2018-09-05,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,2,21,0,0,46
2018-09-05,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2,0,1,9
2018-09-05,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,1,6,0,0,7
2018-09-05,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,3,15,0,0,40
2018-09-05,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,6,9,0,0,11
2018-09-05,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,1,2,0,0,3
2018-09-19,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,0,1,0,0,53
2018-09-19,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,-2,5,0,0,105
2018-09-19,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,8,9,2,3,173
2018-09-19,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,3
2018-09-19,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,-6,1,0,0,10
2018-09-19,6,"Friuli Venezia Giulia",31,"Gorizia","GO",45.94149817,13.62212502,0,1,0,0,5
2018-09-19,12,"Lazio",59,"Latina","LT",41.46759465,12.90368482,1,1,0,0,3
2018-09-19,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,1,2,0,0,5
2018-09-19,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,7,7,0,0,18
2018-09-19,20,"Sardegna",95,"Oristano","OR",39.90381075,8.591183151,1,1,0,0,4
2018-09-19,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,3,23,0,0,25
2018-09-19,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,3,3,0,0,74
2018-09-19,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,1,1,0,0,1
2018-09-19,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,3,3,0,0,106
2018-09-19,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,0,21,0,0,47
2018-09-19,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,4,6,0,1,98
2018-09-19,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,3,9,0,0,10
2018-09-19,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,5,20,0,0,46
2018-09-19,1,"Piemonte",2,"Vercelli","VC",45.32398135,8.423234312,1,2,1,1,3
2018-09-19,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,3,12,0,0,14
2018-09-19,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,2,0,0,3
2018-09-26,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,2,3,0,0,0
2018-09-26,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,0,5,0,0,0
2018-09-26,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,0,9,0,3,0
2018-09-26,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,0
2018-09-26,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,1,2,0,0,0
2018-09-26,6,"Friuli Venezia Giulia",31,"Gorizia","GO",45.94149817,13.62212502,0,1,0,0,0
2018-09-26,12,"Lazio",59,"Latina","LT",41.46759465,12.90368482,0,1,0,0,0
2018-09-26,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,2,0,0,0
2018-09-26,17,"Basilicata",77,"Matera","MT",40.66751177,16.59792442,1,1,0,0,0
2018-09-26,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,7,0,0,0
2018-09-26,20,"Sardegna",95,"Oristano","OR",39.90381075,8.591183151,0,1,0,0,0
2018-09-26,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,1,24,0,0,0
2018-09-26,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,3,0,0,0
2018-09-26,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,0,1,0,0,0
2018-09-26,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,0,3,0,0,0
2018-09-26,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,0,21,0,0,0
2018-09-26,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,1,1,0,0,0
2018-09-26,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,2,8,0,1,0
2018-09-26,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,1,10,0,0,0
2018-09-26,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,1,1,0,0,0
2018-09-26,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,1,21,0,0,0
2018-09-26,1,"Piemonte",2,"Vercelli","VC",45.32398135,8.423234312,0,2,0,1,0
2018-09-26,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,0,12,0,0,0
2018-09-26,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,2,0,0,0
2018-10-03,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,2,5,0,0,130
2018-10-03,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,1,6,0,0,109
2018-10-03,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,0,9,0,3,173
2018-10-03,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,2,2,0,0,72
2018-10-03,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,3
2018-10-03,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,2,4,0,0,23
2018-10-03,6,"Friuli Venezia Giulia",31,"Gorizia","GO",45.94149817,13.62212502,0,1,0,0,5
2018-10-03,12,"Lazio",59,"Latina","LT",41.46759465,12.90368482,1,2,0,0,4
2018-10-03,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,2,0,0,5
2018-10-03,17,"Basilicata",77,"Matera","MT",40.66751177,16.59792442,0,1,0,0,2
2018-10-03,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,1,1,0,0,75
2018-10-03,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,7,0,0,18
2018-10-03,20,"Sardegna",95,"Oristano","OR",39.90381075,8.591183151,0,1,0,0,4
2018-10-03,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,3,27,0,0,30
2018-10-03,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,3,1,1,74
2018-10-03,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,0,1,0,0,1
2018-10-03,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,0,3,0,0,106
2018-10-03,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,1,22,0,0,47
2018-10-03,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,1,0,0,20
2018-10-03,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,4,12,0,1,254
2018-10-03,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,10,0,0,12
2018-10-03,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,0,1,0,0,21
2018-10-03,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,1,1,0,0,7
2018-10-03,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,21,0,0,46
2018-10-03,1,"Piemonte",2,"Vercelli","VC",45.32398135,8.423234312,0,2,0,1,3
2018-10-03,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,2,14,0,0,16
2018-10-03,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,2,0,0,3
2018-10-10,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,0,5,0,0,130
2018-10-10,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,0,6,0,0,109
2018-10-10,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,0,9,0,3,173
2018-10-10,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,1,3,0,0,114
2018-10-10,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,3
2018-10-10,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,0,4,1,1,23
2018-10-10,6,"Friuli Venezia Giulia",31,"Gorizia","GO",45.94149817,13.62212502,0,1,0,0,5
2018-10-10,12,"Lazio",59,"Latina","LT",41.46759465,12.90368482,0,2,0,0,4
2018-10-10,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,2,0,0,5
2018-10-10,17,"Basilicata",77,"Matera","MT",40.66751177,16.59792442,0,1,0,0,2
2018-10-10,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,0,1,0,0,75
2018-10-10,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,7,0,0,18
2018-10-10,20,"Sardegna",95,"Oristano","OR",39.90381075,8.591183151,0,1,0,0,4
2018-10-10,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,0,27,0,0,30
2018-10-10,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,3,0,1,74
2018-10-10,6,"Friuli Venezia Giulia",93,"Pordenone","PN",45.95443546,12.66002909,2,2,0,0,8
2018-10-10,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,0,1,0,0,1
2018-10-10,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,0,3,0,0,106
2018-10-10,12,"Lazio",58,"Roma","RM",41.89277044,12.48366722,1,1,0,0,1
2018-10-10,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,0,22,0,0,47
2018-10-10,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,1,2,1,1,23
2018-10-10,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,12,0,1,254
2018-10-10,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,10,0,0,12
2018-10-10,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,0,1,0,0,21
2018-10-10,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,0,1,0,0,7
2018-10-10,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,21,0,0,46
2018-10-10,1,"Piemonte",2,"Vercelli","VC",45.32398135,8.423234312,0,2,0,1,3
2018-10-10,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,0,14,0,0,16
2018-10-10,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,2,0,0,3
2018-10-17,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,0,5,0,0,130
2018-10-17,16,"Puglia",110,"Barletta-Andria-Trani","BT",41.22705039,16.29520432,3,3,0,0,4
2018-10-17,1,"Piemonte",96,"Biella","BI",45.5665112,8.054082167,0,6,0,0,109
2018-10-17,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,0,9,0,3,173
2018-10-17,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,1,4,0,0,116
2018-10-17,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,0,1,0,0,3
2018-10-17,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,1,5,0,1,23
2018-10-17,6,"Friuli Venezia Giulia",31,"Gorizia","GO",45.94149817,13.62212502,0,1,0,0,5
2018-10-17,12,"Lazio",59,"Latina","LT",41.46759465,12.90368482,0,2,0,0,4
2018-10-17,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,2,0,0,5
2018-10-17,17,"Basilicata",77,"Matera","MT",40.66751177,16.59792442,0,1,0,0,2
2018-10-17,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,0,1,0,0,75
2018-10-17,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,7,0,0,18
2018-10-17,20,"Sardegna",91,"Nuoro","NU",40.32318834,9.330296393,1,1,0,0,1
2018-10-17,20,"Sardegna",95,"Oristano","OR",39.90381075,8.591183151,0,1,0,0,4
2018-10-17,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,0,27,0,0,30
2018-10-17,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,3,0,1,74
2018-10-17,6,"Friuli Venezia Giulia",93,"Pordenone","PN",45.95443546,12.66002909,0,2,0,0,8
2018-10-17,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,0,1,0,0,1
2018-10-17,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,0,3,0,0,106
2018-10-17,12,"Lazio",58,"Roma","RM",41.89277044,12.48366722,0,1,0,0,1
2018-10-17,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,0,22,0,0,47
2018-10-17,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,2,0,1,23
2018-10-17,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,12,0,1,250
2018-10-17,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,10,0,0,12
2018-10-17,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,1,2,0,0,22
2018-10-17,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,0,1,0,0,7
2018-10-17,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,21,0,0,46
2018-10-17,1,"Piemonte",2,"Vercelli","VC",45.32398135,8.423234312,0,2,0,1,3
2018-10-17,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,0,14,0,0,16
2018-10-17,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,2,0,0,3
2018-10-24,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,2,7,0,0,130
