"year_week","start_date","end_date","number_healthcare_workers","number_cases","population","incidence","pop_0-4","cases_0-4","inc_0-4","pop_5-14","cases_5-14","inc_5-14","pop_15-64","cases_15-64","inc_15-64","pop_65+","cases_65+","inc_65+"
"2009-42",2022-10-12,2022-10-18,607,1411,800360,"1.76",45542,283,"6.21",94818,408,"4.3",500397,630,"1.26",159603,90,"0.56"
"2009-43",2022-10-19,2022-10-25,1094,6379,1419989,"4.49",98112,1027,"10.47",193598,2787,"14.4",846515,2304,"2.72",281764,261,"0.93"
"2009-44",2022-10-26,2022-11-01,1133,13716,1472629,"9.31",101746,1830,"17.99",202312,6822,"33.72",878095,4687,"5.34",290476,377,"1.3"
"2009-45",2022-11-02,2022-11-08,1150,18893,1494023,"12.65",105533,2717,"25.75",207282,9037,"43.6",888019,6644,"7.48",293189,495,"1.69"
"2009-46",2022-11-09,2022-11-15,1165,19515,1509971,"12.92",108495,2788,"25.7",211597,9128,"43.14",894505,7049,"7.88",295374,550,"1.86"
"2009-47",2022-11-16,2022-11-22,1141,16318,1480887,"11.02",106412,2427,"22.81",208308,7519,"36.1",875461,5875,"6.71",290706,497,"1.71"
"2009-48",2022-11-23,2022-11-29,1148,9989,1486770,"6.72",107627,1676,"15.57",209372,4003,"19.12",879669,3864,"4.39",290102,446,"1.54"
"2009-49",2022-11-30,2022-12-06,1082,5269,1400389,"3.76",101243,952,"9.4",196523,1738,"8.84",828017,2277,"2.75",274606,302,"1.1"
"2009-50",2022-12-07,2022-12-13,1124,3284,1457341,"2.25",102921,602,"5.85",201554,912,"4.52",866466,1520,"1.75",286400,250,"0.87"
"2009-51",2022-12-14,2022-12-20,1132,2707,1471026,"1.84",104995,462,"4.4",206281,685,"3.32",869183,1318,"1.52",290567,242,"0.83"
"2009-52",2022-12-21,2022-12-27,1085,1870,1420740,"1.32",99446,274,"2.76",197388,454,"2.3",844388,928,"1.1",279518,214,"0.77"
"2009-53",2022-12-28,2023-01-03,1034,1726,1337006,"1.29",93240,228,"2.45",186680,390,"2.09",794770,868,"1.09",262316,240,"0.91"
"2010-01",2023-01-04,2023-01-10,1111,1966,1443528,"1.36",99278,240,"2.42",198025,344,"1.74",860443,1112,"1.29",285782,270,"0.94"
"2010-02",2023-01-11,2023-01-17,1142,2169,1480339,"1.47",104972,309,"2.94",206017,418,"2.03",878085,1183,"1.35",291265,259,"0.89"
"2010-03",2023-01-18,2023-01-24,1134,2451,1466107,"1.67",104933,494,"4.71",204910,545,"2.66",866374,1197,"1.38",289890,215,"0.74"
"2010-04",2023-01-25,2023-01-31,1134,2798,1463800,"1.91",103275,594,"5.75",203847,609,"2.99",867899,1342,"1.55",288779,253,"0.88"
"2010-05",2023-02-01,2023-02-07,1127,2916,1458557,"2",104436,647,"6.2",204387,681,"3.33",862580,1329,"1.54",287154,259,"0.9"
"2010-06",2023-02-08,2023-02-14,1103,3011,1423086,"2.12",102516,704,"6.87",200542,739,"3.69",840030,1299,"1.55",279998,269,"0.96"
"2010-07",2023-02-15,2023-02-21,1102,2945,1425207,"2.07",100558,757,"7.53",196570,735,"3.74",845729,1201,"1.42",282350,252,"0.89"
"2010-08",2023-02-22,2023-02-28,1096,2802,1416534,"1.98",102201,761,"7.45",198174,801,"4.04",838234,1014,"1.21",277925,226,"0.81"
"2010-09",2023-03-01,2023-03-07,1077,2508,1387460,"1.81",100631,623,"6.19",194849,720,"3.7",819013,952,"1.16",272967,213,"0.78"
"2010-10",2023-03-08,2023-03-14,1076,2288,1386900,"1.65",100356,579,"5.77",195542,629,"3.22",817035,884,"1.08",273967,196,"0.72"
"2010-11",2023-03-15,2023-03-21,1049,1872,1352529,"1.38",98410,466,"4.74",190914,514,"2.69",793920,730,"0.92",269285,162,"0.6"
"2010-12",2023-03-22,2023-03-28,1023,1693,1318026,"1.28",95929,412,"4.29",184818,473,"2.56",775275,643,"0.83",262004,165,"0.63"
"2010-13",2023-03-29,2023-04-04,996,1345,1283945,"1.05",91603,337,"3.68",176359,348,"1.97",759472,522,"0.69",256511,138,"0.54"
"2010-14",2023-04-05,2023-04-11,999,1204,1295391,"0.93",91422,257,"2.81",179249,286,"1.6",767363,518,"0.68",257357,143,"0.56"
"2010-15",2023-04-12,2023-04-18,980,1041,1269040,"0.82",89867,243,"2.7",173671,227,"1.31",751138,442,"0.59",254364,129,"0.51"
