"data","codice_regione","denominazione_regione","codice_provincia","denominazione_provincia","sigla_provincia","lat","long","specie","nuovi_casi","casi_totali"
2022-07-05,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Cornacchia",1,1
2022-07-12,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Cornacchia",0,1
2022-07-19,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Cornacchia",2,2
2022-07-19,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Gazza",1,1
2022-07-19,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Cornacchia",0,1
2022-07-26,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Cornacchia",1,1
2022-07-26,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,"Gazza",1,1
2022-07-26,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Cornacchia",0,2
2022-07-26,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Gazza",0,1
2022-07-26,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Cornacchia",0,1
2022-08-02,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,"Cornacchia",1,1
2022-08-02,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Gazza",2,2
2022-08-02,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,"Cornacchia",1,1
2022-08-02,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"Cornacchia",1,1
2022-08-02,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Cornacchia",0,1
2022-08-02,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,"Gazza",2,3
2022-08-02,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Cornacchia",0,2
2022-08-02,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Gazza",0,1
2022-08-02,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Cornacchia",0,1
2022-08-02,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Gazza",1,1
2022-08-02,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,"Cornacchia",1,1
2022-08-09,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,"Cornacchia",0,1
2022-08-09,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Cornacchia",1,1
2022-08-09,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Gazza",0,2
2022-08-09,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,"Cornacchia",0,1
2022-08-09,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"Cornacchia",1,2
2022-08-09,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Cornacchia",1,2
2022-08-09,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,"Gazza",0,3
2022-08-09,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,"Gazza",1,1
2022-08-09,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Cornacchia",0,2
2022-08-09,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,"Gazza",0,1
2022-08-09,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Cornacchia",1,2
2022-08-09,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"Gazza",0,1
2022-08-09,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,"Cornacchia",0,1
2022-08-16,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"Gazza",2,2
