"year_week","start_date","end_date","number_healthcare_workers","number_cases","population","incidence","pop_0-4","cases_0-4","inc_0-4","pop_5-14","cases_5-14","inc_5-14","pop_15-64","cases_15-64","inc_15-64","pop_65+","cases_65+","inc_65+"
"2020-42",2020-10-12,2020-10-18,1128,1941,1455285,"1.33",79559,140,"1.76",189064,242,"1.28",850935,1211,"1.42",335727,348,"1.04"
"2020-43",2020-10-19,2020-10-25,1135,2525,1462944,"1.73",80109,137,"1.71",190737,236,"1.24",854856,1756,"2.05",337242,396,"1.17"
"2020-44",2020-10-26,2020-11-01,1165,2898,1498892,"1.93",82147,158,"1.92",196023,289,"1.47",875363,2001,"2.29",345359,450,"1.3"
"2020-45",2020-11-02,2020-11-08,1207,3167,1554797,"2.04",84951,191,"2.25",201530,255,"1.27",909994,2177,"2.39",358322,544,"1.52"
"2020-46",2020-11-09,2020-11-15,1229,3041,1576062,"1.93",84353,191,"2.26",202292,239,"1.18",924681,2008,"2.17",364736,603,"1.65"
"2020-47",2020-11-16,2020-11-22,1235,2916,1583049,"1.84",84618,194,"2.29",203025,252,"1.24",928896,1921,"2.07",366510,549,"1.5"
"2020-48",2020-11-23,2020-11-29,1247,2683,1598046,"1.68",85747,232,"2.71",205540,215,"1.05",936763,1723,"1.84",369996,513,"1.39"
"2020-49",2020-11-30,2020-12-06,1255,2470,1607691,"1.54",85811,214,"2.49",206105,246,"1.19",943060,1578,"1.67",372715,432,"1.16"
"2020-50",2020-12-07,2020-12-13,1259,2248,1615535,"1.39",85511,229,"2.68",205765,231,"1.12",949893,1381,"1.45",374366,407,"1.09"
"2020-51",2020-12-14,2020-12-20,1257,2289,1612212,"1.42",85309,236,"2.77",205001,252,"1.23",948258,1431,"1.51",373644,370,"0.99"
"2020-52",2020-12-21,2020-12-27,1259,2015,1613750,"1.25",85619,193,"2.25",205810,204,"0.99",948469,1246,"1.31",373852,372,"1"
"2020-53",2020-12-28,2021-01-03,1256,2046,1610204,"1.27",85860,213,"2.48",206713,199,"0.96",944968,1281,"1.36",372663,353,"0.95"
"2021-01",2021-01-04,2021-01-10,1265,2112,1621757,"1.3",86585,199,"2.3",208173,219,"1.05",951562,1245,"1.31",375437,449,"1.2"
"2021-02",2021-01-11,2021-01-17,1261,2182,1619376,"1.35",85886,242,"2.82",207370,247,"1.19",950884,1237,"1.3",375236,456,"1.22"
"2021-03",2021-01-18,2021-01-24,1251,2263,1604170,"1.41",85349,301,"3.53",205926,299,"1.45",941382,1243,"1.32",371513,420,"1.13"
"2021-04",2021-01-25,2021-01-31,1238,2234,1584547,"1.41",84830,287,"3.38",205034,323,"1.58",927958,1198,"1.29",366725,426,"1.16"
"2021-05",2021-02-01,2021-02-07,1217,2377,1557370,"1.53",83636,339,"4.05",201863,405,"2.01",911660,1350,"1.48",360211,283,"0.79"
"2021-06",2021-02-08,2021-02-14,1200,2281,1534611,"1.49",81992,338,"4.12",197699,362,"1.83",899690,1319,"1.47",355230,262,"0.74"
"2021-07",2021-02-15,2021-02-21,1176,2379,1502515,"1.58",80675,335,"4.15",194484,381,"1.96",879222,1399,"1.59",348134,264,"0.76"
"2021-08",2021-02-22,2021-02-28,1160,2433,1479673,"1.64",80199,346,"4.31",193303,357,"1.85",864169,1439,"1.67",342002,291,"0.85"
"2021-09",2021-03-01,2021-03-07,1142,2349,1453493,"1.62",79657,314,"3.94",191563,349,"1.82",846738,1400,"1.65",335535,286,"0.85"
"2021-10",2021-03-08,2021-03-14,1117,2210,1420294,"1.56",78433,225,"2.87",188607,266,"1.41",825282,1425,"1.73",327972,294,"0.9"
"2021-11",2021-03-15,2021-03-21,1083,1919,1375727,"1.39",75683,199,"2.63",183029,220,"1.2",800287,1216,"1.52",316728,284,"0.9"
"2021-12",2021-03-22,2021-03-28,1056,1550,1339744,"1.16",73898,149,"2.02",179066,149,"0.83",778544,1009,"1.3",308236,243,"0.79"
"2021-13",2021-03-29,2021-04-04,1021,1280,1295499,"0.99",71418,111,"1.55",172931,121,"0.7",753419,854,"1.13",297731,194,"0.65"
"2021-14",2021-04-05,2021-04-11,978,1109,1231677,"0.9",68554,108,"1.58",160379,109,"0.68",718834,730,"1.02",283910,162,"0.57"
"2021-15",2021-04-12,2021-04-18,905,981,1143531,"0.86",61963,109,"1.76",145753,106,"0.73",671298,615,"0.92",264517,151,"0.57"
"2021-16",2021-04-19,2021-04-25,762,811,953157,"0.85",54484,113,"2.07",126409,91,"0.72",552677,490,"0.89",219587,117,"0.53"
