"year_week","start_date","end_date","region_name","region_code","lat","long","number_healthcare_workers","number_cases","population","incidence","cases_0-4","inc_0-4","cases_5-14","inc_5-14","cases_15-64","inc_15-64","cases_65+","inc_65+"
"2020-50",2020-12-07,2020-12-13,"Basilicata",17,41,16,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-50",2020-12-07,2020-12-13,"Calabria",18,39,17,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-50",2020-12-07,2020-12-13,"Sicily",19,38,13,113,323,135420,"2.39",27,"5.54",37,"2.85",185,"2.19",74,"2.25"
"2020-50",2020-12-07,2020-12-13,"Sardinia",20,39,9,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-51",2020-12-14,2020-12-20,"Piedmont",1,45,8,39,123,54100,"2.27",15,"3.53",12,"0.88",88,"3.43",8,"0.76"
"2020-51",2020-12-14,2020-12-20,"Aosta Valley",2,46,7,3,19,4520,"4.2",0,"0",0,"0",15,"4.74",4,"3.04"
"2020-51",2020-12-14,2020-12-20,"Lombardy",3,45,9,124,237,160471,"1.48",35,"3.16",16,"0.68",153,"1.69",33,"0.94"
"2020-51",2020-12-14,2020-12-20,"AP Bolzano",21,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-51",2020-12-14,2020-12-20,"AP Trento",22,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-51",2020-12-14,2020-12-20,"Veneto",5,45,12,31,27,39788,"0.68",2,"0.71",3,"0.5",15,"0.66",7,"0.84"
"2020-51",2020-12-14,2020-12-20,"Friuli-Venezia Giulia",6,46,14,3,3,3697,"0.81",0,"0",0,"0",3,"2.31",0,"0"
"2020-51",2020-12-14,2020-12-20,"Liguria",7,44,9,10,10,12854,"0.78",2,"3.37",2,"1.25",5,"0.72",1,"0.27"
"2020-51",2020-12-14,2020-12-20,"Emilia Romagna",8,44,11,21,41,24359,"1.68",22,"9.09",3,"0.48",13,"1.22",3,"0.6"
"2020-51",2020-12-14,2020-12-20,"Tuscany",9,44,11,25,80,41390,"1.93",17,"6.47",10,"1.47",47,"2.31",6,"0.52"
"2020-51",2020-12-14,2020-12-20,"Umbria",10,43,12,6,22,6556,"3.36",7,"9.62",10,"5.06",5,"1.86",0,"0"
"2020-51",2020-12-14,2020-12-20,"Marche",11,44,14,4,13,5745,"2.26",0,"0",1,"4.67",9,"2.19",3,"2.1"
"2020-51",2020-12-14,2020-12-20,"Lazio",12,42,12,179,298,220009,"1.35",26,"2.68",30,"1.26",192,"1.42",50,"0.98"
"2020-51",2020-12-14,2020-12-20,"Abruzzo",13,42,13,34,66,38020,"1.74",9,"2.24",11,"1.35",35,"1.84",11,"1.6"
"2020-51",2020-12-14,2020-12-20,"Molise",14,42,15,3,1,2121,"0.47",0,"0",0,"0",1,"0.73",0,"0"
"2020-51",2020-12-14,2020-12-20,"Campania",15,41,14,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-51",2020-12-14,2020-12-20,"Apulia",16,41,17,69,115,88366,"1.3",10,"2.41",13,"1.46",72,"1.33",20,"0.94"
"2020-51",2020-12-14,2020-12-20,"Basilicata",17,41,16,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-51",2020-12-14,2020-12-20,"Calabria",18,39,17,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-51",2020-12-14,2020-12-20,"Sicily",19,38,13,117,323,142705,"2.26",25,"5.12",32,"2.49",183,"2.03",83,"2.37"
"2020-51",2020-12-14,2020-12-20,"Sardinia",20,39,9,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-52",2020-12-21,2020-12-27,"Piedmont",1,45,8,34,121,48434,"2.5",12,"3.98",9,"0.78",77,"3.17",23,"2.41"
"2020-52",2020-12-21,2020-12-27,"Aosta Valley",2,46,7,3,21,4520,"4.65",0,"0",0,"0",15,"4.74",6,"4.56"
"2020-52",2020-12-21,2020-12-27,"Lombardy",3,45,9,138,212,176542,"1.2",28,"2.43",14,"0.54",121,"1.2",49,"1.29"
"2020-52",2020-12-21,2020-12-27,"AP Bolzano",21,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-52",2020-12-21,2020-12-27,"AP Trento",22,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-52",2020-12-21,2020-12-27,"Veneto",5,45,12,37,26,47244,"0.55",3,"1.03",2,"0.29",15,"0.57",6,"0.55"
"2020-52",2020-12-21,2020-12-27,"Friuli-Venezia Giulia",6,46,14,6,5,6690,"0.75",1,"0.77",0,"0",3,"2.31",1,"2.68"
"2020-52",2020-12-21,2020-12-27,"Liguria",7,44,9,17,21,21151,"0.99",5,"5.53",5,"1.97",11,"0.94",0,"0"
"2020-52",2020-12-21,2020-12-27,"Emilia Romagna",8,44,11,15,31,16177,"1.92",10,"5.23",6,"1.39",15,"2.22",0,"0"
"2020-52",2020-12-21,2020-12-27,"Tuscany",9,44,11,23,53,38565,"1.37",14,"6.03",16,"2.72",15,"0.77",8,"0.74"
"2020-52",2020-12-21,2020-12-27,"Umbria",10,43,12,8,14,8999,"1.56",5,"6.87",6,"3",3,"0.66",0,"0"
"2020-52",2020-12-21,2020-12-27,"Marche",11,44,14,3,6,3689,"1.63",0,"0",1,"1.45",4,"2.11",1,"1.38"
"2020-52",2020-12-21,2020-12-27,"Lazio",12,42,12,167,259,206961,"1.25",22,"2.68",16,"0.77",173,"1.34",48,"0.98"
"2020-52",2020-12-21,2020-12-27,"Abruzzo",13,42,13,31,50,35692,"1.4",7,"2.08",6,"0.85",30,"1.61",7,"1.04"
"2020-52",2020-12-21,2020-12-27,"Molise",14,42,15,2,1,1838,"0.54",0,"0",0,"0",1,"1.28",0,"0"
"2020-52",2020-12-21,2020-12-27,"Campania",15,41,14,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-52",2020-12-21,2020-12-27,"Apulia",16,41,17,65,136,85257,"1.6",13,"3.52",22,"2.76",78,"1.46",23,"1.15"
"2020-52",2020-12-21,2020-12-27,"Basilicata",17,41,16,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-52",2020-12-21,2020-12-27,"Calabria",18,39,17,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-52",2020-12-21,2020-12-27,"Sicily",19,38,13,108,261,134503,"1.94",18,"3.97",23,"1.89",152,"1.79",68,"2.08"
"2020-52",2020-12-21,2020-12-27,"Sardinia",20,39,9,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-53",2020-12-28,2021-01-03,"Piedmont",1,45,8,36,99,53487,"1.85",11,"2.46",6,"0.42",60,"2.47",22,"2.08"
"2020-53",2020-12-28,2021-01-03,"Aosta Valley",2,46,7,3,9,4537,"1.98",0,"0",0,"0",8,"2.56",1,"0.73"
"2020-53",2020-12-28,2021-01-03,"Lombardy",3,45,9,126,226,159153,"1.42",30,"2.59",23,"0.9",137,"1.56",36,"1.06"
"2020-53",2020-12-28,2021-01-03,"AP Bolzano",21,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-53",2020-12-28,2021-01-03,"AP Trento",22,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-53",2020-12-28,2021-01-03,"Veneto",5,45,12,38,16,48773,"0.33",0,"0",2,"0.26",11,"0.4",3,"0.28"
"2020-53",2020-12-28,2021-01-03,"Friuli-Venezia Giulia",6,46,14,1,3,1678,"1.79",0,"0",0,"0",2,"1.56",1,"2.68"
"2020-53",2020-12-28,2021-01-03,"Liguria",7,44,9,11,3,13654,"0.22",0,"0",0,"0",3,"0.41",0,"0"
"2020-53",2020-12-28,2021-01-03,"Emilia Romagna",8,44,11,13,18,14207,"1.27",2,"1.11",0,"0",13,"2.3",3,"1.16"
"2020-53",2020-12-28,2021-01-03,"Tuscany",9,44,11,25,51,42220,"1.21",18,"8.95",9,"1.74",15,"0.67",9,"0.72"
"2020-53",2020-12-28,2021-01-03,"Umbria",10,43,12,8,9,8517,"1.06",3,"5.08",3,"1.92",3,"0.68",0,"0"
"2020-53",2020-12-28,2021-01-03,"Marche",11,44,14,2,4,2704,"1.48",0,"0",0,"0",3,"1.59",1,"1.38"
"2020-53",2020-12-28,2021-01-03,"Lazio",12,42,12,165,295,205123,"1.44",22,"2.69",16,"0.77",202,"1.58",55,"1.14"
"2020-53",2020-12-28,2021-01-03,"Abruzzo",13,42,13,32,55,93228,"0.59",5,"1.48",4,"0.61",38,"0.5",8,"1.2"
"2020-53",2020-12-28,2021-01-03,"Molise",14,42,15,8,0,6996,"0",0,"0",0,"0",0,"0",0,"0"
"2020-53",2020-12-28,2021-01-03,"Campania",15,41,14,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-53",2020-12-28,2021-01-03,"Apulia",16,41,17,64,151,83131,"1.82",19,"4.65",9,"1.03",96,"1.88",27,"1.41"
"2020-53",2020-12-28,2021-01-03,"Basilicata",17,41,16,9,0,10975,"0",0,"0",0,"0",0,"0",0,"0"
"2020-53",2020-12-28,2021-01-03,"Calabria",18,39,17,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2020-53",2020-12-28,2021-01-03,"Sicily",19,38,13,101,228,122024,"1.87",22,"4.91",36,"3.03",129,"1.71",41,"1.35"
"2020-53",2020-12-28,2021-01-03,"Sardinia",20,39,9,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-01",2021-01-04,2021-01-10,"Piedmont",1,45,8,42,111,58315,"1.9",6,"1.57",6,"0.46",77,"2.62",22,"1.82"
"2021-01",2021-01-04,2021-01-10,"Aosta Valley",2,46,7,2,1,3080,"0.32",0,"0",0,"0",1,"0.47",0,"0"
"2021-01",2021-01-04,2021-01-10,"Lombardy",3,45,9,140,241,181933,"1.32",21,"1.49",17,"0.56",159,"1.61",44,"1.14"
"2021-01",2021-01-04,2021-01-10,"AP Bolzano",21,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-01",2021-01-04,2021-01-10,"AP Trento",22,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-01",2021-01-04,2021-01-10,"Veneto",5,45,12,40,20,52605,"0.38",0,"0",0,"0",16,"0.54",4,"0.34"
"2021-01",2021-01-04,2021-01-10,"Friuli-Venezia Giulia",6,46,14,4,12,5302,"2.26",0,"0",0,"0",8,"3.6",4,"3.87"
"2021-01",2021-01-04,2021-01-10,"Liguria",7,44,9,23,31,27893,"1.11",2,"1.49",1,"0.33",23,"1.52",5,"0.6"
"2021-01",2021-01-04,2021-01-10,"Emilia Romagna",8,44,11,19,26,21390,"1.22",8,"3.76",0,"0",13,"1.4",5,"1.04"
"2021-01",2021-01-04,2021-01-10,"Tuscany",9,44,11,22,47,36374,"1.29",12,"4.57",10,"1.49",20,"1.15",5,"0.52"
"2021-01",2021-01-04,2021-01-10,"Umbria",10,43,12,9,12,9775,"1.23",5,"5.78",4,"1.77",3,"0.62",0,"0"
"2021-01",2021-01-04,2021-01-10,"Marche",11,44,14,12,10,14282,"0.7",0,"0",0,"0",8,"1.32",2,"0.82"
"2021-01",2021-01-04,2021-01-10,"Lazio",12,42,12,183,263,224634,"1.17",21,"2.16",21,"0.87",169,"1.22",52,"0.99"
"2021-01",2021-01-04,2021-01-10,"Abruzzo",13,42,13,31,73,34842,"2.1",12,"3.59",10,"1.42",35,"1.95",16,"2.44"
"2021-01",2021-01-04,2021-01-10,"Molise",14,42,15,4,1,3324,"0.3",0,"0",0,"0",1,"0.44",0,"0"
"2021-01",2021-01-04,2021-01-10,"Campania",15,41,14,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-01",2021-01-04,2021-01-10,"Apulia",16,41,17,64,124,85584,"1.45",14,"4.13",17,"2.48",72,"1.32",21,"1.02"
"2021-01",2021-01-04,2021-01-10,"Basilicata",17,41,16,1,0,1510,"0",0,"0",0,"0",0,"0",0,"0"
"2021-01",2021-01-04,2021-01-10,"Calabria",18,39,17,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-01",2021-01-04,2021-01-10,"Sicily",19,38,13,115,243,136921,"1.77",17,"3.5",28,"2.16",135,"1.59",63,"1.86"
"2021-01",2021-01-04,2021-01-10,"Sardinia",20,39,9,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-02",2021-01-11,2021-01-17,"Piedmont",1,45,8,46,125,64750,"1.93",8,"2.31",15,"1.17",75,"2.21",27,"1.87"
"2021-02",2021-01-11,2021-01-17,"Aosta Valley",2,46,7,2,3,3097,"0.97",0,"0",0,"0",2,"0.95",1,"1.04"
"2021-02",2021-01-11,2021-01-17,"Lombardy",3,45,9,140,301,181556,"1.66",45,"2.92",33,"1",181,"1.89",42,"1.13"
"2021-02",2021-01-11,2021-01-17,"AP Bolzano",21,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-02",2021-01-11,2021-01-17,"AP Trento",22,46,11,14,7,16979,"0.41",1,"1.14",0,"0",5,"0.52",1,"0.26"
"2021-02",2021-01-11,2021-01-17,"Veneto",5,45,12,38,17,48606,"0.35",0,"0",2,"0.27",11,"0.41",4,"0.36"
"2021-02",2021-01-11,2021-01-17,"Friuli-Venezia Giulia",6,46,14,6,6,6690,"0.9",1,"0.77",1,"0.27",2,"1.54",2,"5.36"
"2021-02",2021-01-11,2021-01-17,"Liguria",7,44,9,21,42,26915,"1.56",8,"8.54",4,"1.61",21,"1.37",9,"1.11"
"2021-02",2021-01-11,2021-01-17,"Emilia Romagna",8,44,11,23,40,25990,"1.54",13,"3.72",5,"0.68",18,"1.71",4,"0.87"
"2021-02",2021-01-11,2021-01-17,"Tuscany",9,44,11,27,73,45302,"1.61",17,"6.47",15,"2.2",34,"1.48",7,"0.54"
"2021-02",2021-01-11,2021-01-17,"Umbria",10,43,12,13,14,14611,"0.96",5,"8.47",6,"3.58",1,"0.11",2,"0.59"
"2021-02",2021-01-11,2021-01-17,"Marche",11,44,14,17,11,21069,"0.52",1,"0.5",0,"0",9,"0.89",1,"0.25"
"2021-02",2021-01-11,2021-01-17,"Lazio",12,42,12,161,252,198388,"1.27",26,"2.81",34,"1.52",161,"1.33",31,"0.68"
"2021-02",2021-01-11,2021-01-17,"Abruzzo",13,42,13,31,51,34751,"1.47",8,"2.18",9,"1.21",25,"1.44",9,"1.42"
"2021-02",2021-01-11,2021-01-17,"Molise",14,42,15,8,2,6996,"0.29",0,"0",0,"0",1,"0.23",1,"0.52"
"2021-02",2021-01-11,2021-01-17,"Campania",15,41,14,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-02",2021-01-11,2021-01-17,"Apulia",16,41,17,66,173,85409,"2.03",26,"5.65",20,"2.04",92,"1.77",35,"1.85"
"2021-02",2021-01-11,2021-01-17,"Basilicata",17,41,16,1,0,1095,"0",0,"0",0,"0",0,"0",0,"0"
"2021-02",2021-01-11,2021-01-17,"Calabria",18,39,17,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-02",2021-01-11,2021-01-17,"Sicily",19,38,13,116,175,140571,"1.24",11,"2.18",15,"1.13",105,"1.19",44,"1.29"
"2021-02",2021-01-11,2021-01-17,"Sardinia",20,39,9,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-03",2021-01-18,2021-01-24,"Piedmont",1,45,8,40,99,54526,"1.82",6,"1.69",12,"1.79",62,"1.98",19,"1.46"
"2021-03",2021-01-18,2021-01-24,"Aosta Valley",2,46,7,2,2,3097,"0.65",0,"0",0,"0",2,"0.95",0,"0"
"2021-03",2021-01-18,2021-01-24,"Lombardy",3,45,9,153,375,199763,"1.88",69,"4.79",38,"1.21",207,"1.86",61,"1.43"
"2021-03",2021-01-18,2021-01-24,"AP Bolzano",21,46,11,6,11,8844,"1.24",3,"3.29",3,"1.96",4,"0.83",1,"0.62"
"2021-03",2021-01-18,2021-01-24,"AP Trento",22,46,11,10,15,12258,"1.22",0,"0",1,"0.52",13,"1.86",1,"0.36"
"2021-03",2021-01-18,2021-01-24,"Veneto",5,45,12,55,30,72163,"0.42",0,"0",1,"0.11",24,"0.57",5,"0.28"
"2021-03",2021-01-18,2021-01-24,"Friuli-Venezia Giulia",6,46,14,6,5,7823,"0.64",0,"0",0,"0",3,"0.92",2,"1.38"
"2021-03",2021-01-18,2021-01-24,"Liguria",7,44,9,18,26,23281,"1.12",8,"6.18",5,"1.61",9,"0.7",4,"0.67"
"2021-03",2021-01-18,2021-01-24,"Emilia Romagna",8,44,11,22,37,24977,"1.48",11,"3.9",4,"0.57",17,"1.6",5,"1.12"
"2021-03",2021-01-18,2021-01-24,"Tuscany",9,44,11,22,43,36215,"1.19",20,"7.61",9,"1.34",13,"0.76",1,"0.1"
"2021-03",2021-01-18,2021-01-24,"Umbria",10,43,12,11,14,12788,"1.09",5,"8.47",6,"3.67",1,"0.13",2,"0.7"
"2021-03",2021-01-18,2021-01-24,"Marche",11,44,14,11,10,14580,"0.69",0,"0",1,"0.43",8,"0.98",1,"0.3"
"2021-03",2021-01-18,2021-01-24,"Lazio",12,42,12,166,277,201049,"1.38",31,"3.43",46,"2.11",159,"1.3",41,"0.86"
"2021-03",2021-01-18,2021-01-24,"Abruzzo",13,42,13,28,76,31643,"2.4",10,"3.04",20,"3.33",33,"2.01",13,"2.19"
"2021-03",2021-01-18,2021-01-24,"Molise",14,42,15,8,4,6996,"0.57",0,"0",0,"0",3,"0.7",1,"0.52"
"2021-03",2021-01-18,2021-01-24,"Campania",15,41,14,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-03",2021-01-18,2021-01-24,"Apulia",16,41,17,70,133,88995,"1.49",24,"5.41",14,"1.48",71,"1.32",24,"1.13"
"2021-03",2021-01-18,2021-01-24,"Basilicata",17,41,16,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-03",2021-01-18,2021-01-24,"Calabria",18,39,17,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-03",2021-01-18,2021-01-24,"Sicily",19,38,13,118,227,142860,"1.59",16,"3.46",28,"2.21",138,"1.54",45,"1.26"
"2021-03",2021-01-18,2021-01-24,"Sardinia",20,39,9,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-04",2021-01-25,2021-01-31,"Piedmont",1,45,8,37,132,47375,"2.79",22,"7.25",9,"1.67",86,"3.13",15,"1.3"
"2021-04",2021-01-25,2021-01-31,"Aosta Valley",2,46,7,2,6,3097,"1.94",0,"0",0,"0",6,"2.84",0,"0"
"2021-04",2021-01-25,2021-01-31,"Lombardy",3,45,9,140,332,187341,"1.77",44,"3.89",47,"1.83",197,"1.82",44,"1.05"
"2021-04",2021-01-25,2021-01-31,"AP Bolzano",21,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-04",2021-01-25,2021-01-31,"AP Trento",22,46,11,8,20,10085,"1.98",1,"1.63",1,"0.53",11,"1.99",7,"3.43"
"2021-04",2021-01-25,2021-01-31,"Veneto",5,45,12,49,28,64855,"0.43",0,"0",4,"0.46",19,"0.5",5,"0.34"
"2021-04",2021-01-25,2021-01-31,"Friuli-Venezia Giulia",6,46,14,6,4,7905,"0.51",0,"0",0,"0",3,"0.92",1,"0.69"
"2021-04",2021-01-25,2021-01-31,"Liguria",7,44,9,17,53,21701,"2.44",17,"17.99",13,"5.13",17,"1.37",6,"1.03"
"2021-04",2021-01-25,2021-01-31,"Emilia Romagna",8,44,11,21,41,23853,"1.72",9,"3.89",9,"1.59",19,"1.7",4,"0.85"
"2021-04",2021-01-25,2021-01-31,"Tuscany",9,44,11,27,81,45900,"1.76",19,"7.23",19,"2.8",35,"1.47",8,"0.63"
"2021-04",2021-01-25,2021-01-31,"Umbria",10,43,12,9,18,9765,"1.84",6,"10.17",8,"4.96",2,"0.36",2,"0.98"
"2021-04",2021-01-25,2021-01-31,"Marche",11,44,14,11,10,14959,"0.67",0,"0",1,"0.56",9,"0.99",0,"0"
"2021-04",2021-01-25,2021-01-31,"Lazio",12,42,12,156,218,190929,"1.14",23,"2.71",30,"1.43",135,"1.15",30,"0.67"
"2021-04",2021-01-25,2021-01-31,"Abruzzo",13,42,13,30,84,34404,"2.44",9,"2.84",13,"2.1",52,"2.84",10,"1.48"
"2021-04",2021-01-25,2021-01-31,"Molise",14,42,15,7,3,5446,"0.55",0,"0",0,"0",3,"0.89",0,"0"
"2021-04",2021-01-25,2021-01-31,"Campania",15,41,14,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-04",2021-01-25,2021-01-31,"Apulia",16,41,17,60,107,76526,"1.4",20,"4.65",15,"1.62",50,"1.09",22,"1.28"
"2021-04",2021-01-25,2021-01-31,"Basilicata",17,41,16,12,0,14461,"0",0,"0",0,"0",0,"0",0,"0"
"2021-04",2021-01-25,2021-01-31,"Calabria",18,39,17,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-04",2021-01-25,2021-01-31,"Sicily",19,38,13,108,134,130033,"1.03",13,"2.54",12,"0.9",82,"1.02",27,"0.86"
"2021-04",2021-01-25,2021-01-31,"Sardinia",20,39,9,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-05",2021-02-01,2021-02-07,"Piedmont",1,45,8,44,140,63599,"2.2",21,"5.8",31,"2.22",72,"2.24",16,"1.16"
"2021-05",2021-02-01,2021-02-07,"Aosta Valley",2,46,7,5,9,7174,"1.25",0,"0",1,"1.21",7,"1.66",1,"0.55"
"2021-05",2021-02-01,2021-02-07,"Lombardy",3,45,9,147,398,195034,"2.04",56,"4.62",67,"2.43",231,"2.08",44,"1"
"2021-05",2021-02-01,2021-02-07,"AP Bolzano",21,46,11,4,10,6033,"1.66",2,"4.42",1,"1.26",5,"1.43",2,"1.55"
"2021-05",2021-02-01,2021-02-07,"AP Trento",22,46,11,10,24,11914,"2.01",2,"3.27",4,"2.09",15,"2.22",3,"1.13"
"2021-05",2021-02-01,2021-02-07,"Veneto",5,45,12,48,31,61087,"0.51",4,"0.92",6,"0.54",19,"0.57",2,"0.16"
"2021-05",2021-02-01,2021-02-07,"Friuli-Venezia Giulia",6,46,14,5,2,6504,"0.31",0,"0",1,"0.4",1,"0.45",0,"0"
