"year_week","start_date","end_date","region_name","region_code","lat","long","number_healthcare_workers","number_cases","population","incidence","cases_0-4","inc_0-4","cases_5-14","inc_5-14","cases_15-64","inc_15-64","cases_65+","inc_65+"
"2017-44",2017-10-30,2017-11-05,"Piedmont",1,45,8,24,44,33322,"1.32",6,"6.21",4,"1.3",27,"1.31",7,"0.81"
"2017-44",2017-10-30,2017-11-05,"Aosta Valley",2,46,7,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2017-44",2017-10-30,2017-11-05,"Lombardy",3,45,9,59,104,83566,"1.24",8,"1.67",20,"1.79",60,"1.23",16,"0.84"
"2017-44",2017-10-30,2017-11-05,"AP Bolzano",21,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2017-44",2017-10-30,2017-11-05,"AP Trento",22,46,11,11,28,13939,"2.01",9,"7.12",2,"0.71",14,"2.03",3,"1.02"
"2017-44",2017-10-30,2017-11-05,"Veneto",5,45,12,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2017-44",2017-10-30,2017-11-05,"Friuli-Venezia Giulia",6,46,14,8,11,11386,"0.97",0,"0",0,"0",8,"1.38",3,"0.91"
"2017-44",2017-10-30,2017-11-05,"Liguria",7,44,9,16,43,17945,"2.4",12,"11.98",11,"6.83",13,"1.27",7,"1.38"
"2017-44",2017-10-30,2017-11-05,"Emilia Romagna",8,44,11,21,16,29786,"0.54",1,"0.9",0,"0",11,"0.62",4,"0.51"
"2017-44",2017-10-30,2017-11-05,"Tuscany",9,44,11,30,78,37728,"2.07",13,"6.78",10,"1.97",38,"1.8",17,"1.76"
"2017-44",2017-10-30,2017-11-05,"Umbria",10,43,12,9,3,11800,"0.25",0,"0",0,"0",2,"0.3",1,"0.31"
"2017-44",2017-10-30,2017-11-05,"Marche",11,44,14,3,4,3785,"1.06",0,"0",0,"0",3,"1.7",1,"0.97"
"2017-44",2017-10-30,2017-11-05,"Lazio",12,42,12,70,59,90234,"0.65",1,"0.26",4,"0.41",46,"0.81",8,"0.4"
"2017-44",2017-10-30,2017-11-05,"Abruzzo",13,42,13,9,44,11130,"3.95",0,"0",0,"0",38,"5.24",6,"2.33"
"2017-44",2017-10-30,2017-11-05,"Molise",14,42,15,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2017-44",2017-10-30,2017-11-05,"Campania",15,41,14,10,10,13245,"0.76",0,"0",1,"0.35",7,"0.91",2,"1.49"
"2017-44",2017-10-30,2017-11-05,"Apulia",16,41,17,69,62,91666,"0.68",3,"0.8",8,"0.94",40,"0.65",11,"0.6"
"2017-44",2017-10-30,2017-11-05,"Basilicata",17,41,16,3,0,3541,"0",0,"0",0,"0",0,"0",0,"0"
"2017-44",2017-10-30,2017-11-05,"Calabria",18,39,17,2,2,1972,"1.01",1,"1.52",1,"0.83",0,"0",0,"0"
"2017-44",2017-10-30,2017-11-05,"Sicily",19,38,13,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2017-44",2017-10-30,2017-11-05,"Sardinia",20,39,9,11,2,11220,"0.18",0,"0",0,"0",0,"0",2,"0.91"
"2017-45",2017-11-06,2017-11-12,"Piedmont",1,45,8,25,60,36217,"1.66",12,"11.85",8,"2.51",34,"1.49",6,"0.65"
"2017-45",2017-11-06,2017-11-12,"Aosta Valley",2,46,7,2,0,2966,"0",0,"0",0,"0",0,"0",0,"0"
"2017-45",2017-11-06,2017-11-12,"Lombardy",3,45,9,73,193,100755,"1.92",25,"4.36",28,"2.06",120,"2.02",20,"0.91"
"2017-45",2017-11-06,2017-11-12,"AP Bolzano",21,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2017-45",2017-11-06,2017-11-12,"AP Trento",22,46,11,11,32,13939,"2.3",15,"11.87",6,"2.12",10,"1.45",1,"0.34"
"2017-45",2017-11-06,2017-11-12,"Veneto",5,45,12,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2017-45",2017-11-06,2017-11-12,"Friuli-Venezia Giulia",6,46,14,9,27,12355,"2.19",0,"0",1,"0.35",23,"3.98",3,"0.91"
"2017-45",2017-11-06,2017-11-12,"Liguria",7,44,9,12,42,13490,"3.11",8,"6.55",9,"4.14",20,"2.91",5,"1.56"
"2017-45",2017-11-06,2017-11-12,"Emilia Romagna",8,44,11,19,19,26662,"0.71",0,"0",0,"0",13,"0.77",6,"0.86"
"2017-45",2017-11-06,2017-11-12,"Tuscany",9,44,11,33,84,41943,"2",15,"9.43",9,"2.07",46,"1.85",14,"1.26"
"2017-45",2017-11-06,2017-11-12,"Umbria",10,43,12,4,8,4753,"1.68",0,"0",1,"0.77",6,"3.21",1,"1"
"2017-45",2017-11-06,2017-11-12,"Marche",11,44,14,4,6,5045,"1.19",1,"4.74",0,"0",5,"1.66",0,"0"
"2017-45",2017-11-06,2017-11-12,"Lazio",12,42,12,86,119,112976,"1.05",0,"0",4,"0.37",102,"1.41",13,"0.51"
"2017-45",2017-11-06,2017-11-12,"Abruzzo",13,42,13,19,94,22277,"4.22",4,"3.89",8,"3.39",67,"4.96",15,"2.79"
"2017-45",2017-11-06,2017-11-12,"Molise",14,42,15,3,1,2732,"0.37",0,"0",0,"0",1,"0.84",0,"0"
"2017-45",2017-11-06,2017-11-12,"Campania",15,41,14,2,0,1910,"0",0,"0",0,"0",0,"0",0,"0"
"2017-45",2017-11-06,2017-11-12,"Apulia",16,41,17,87,139,114748,"1.21",30,"5.17",22,"1.76",71,"0.95",16,"0.74"
"2017-45",2017-11-06,2017-11-12,"Basilicata",17,41,16,5,3,6612,"0.45",0,"0",0,"0",3,"0.64",0,"0"
"2017-45",2017-11-06,2017-11-12,"Calabria",18,39,17,2,4,1823,"2.19",3,"6.47",1,"0.83",0,"0",0,"0"
"2017-45",2017-11-06,2017-11-12,"Sicily",19,38,13,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2017-45",2017-11-06,2017-11-12,"Sardinia",20,39,9,12,13,12194,"1.07",0,"0",0,"0",6,"1.01",7,"2.42"
"2017-46",2017-11-13,2017-11-19,"Piedmont",1,45,8,27,90,36135,"2.49",25,"14.99",22,"4.81",37,"1.73",6,"0.7"
"2017-46",2017-11-13,2017-11-19,"Aosta Valley",2,46,7,5,11,6946,"1.58",0,"0",1,"5.13",10,"2.06",0,"0"
"2017-46",2017-11-13,2017-11-19,"Lombardy",3,45,9,106,389,146034,"2.66",74,"7.08",61,"2.68",212,"2.59",42,"1.36"
"2017-46",2017-11-13,2017-11-19,"AP Bolzano",21,46,11,6,5,8904,"0.56",3,"8.93",0,"0",2,"0.35",0,"0"
"2017-46",2017-11-13,2017-11-19,"AP Trento",22,46,11,10,30,12329,"2.43",12,"9.49",6,"2.14",10,"1.74",2,"0.79"
"2017-46",2017-11-13,2017-11-19,"Veneto",5,45,12,28,38,36592,"1.04",0,"0",0,"0",33,"1.52",5,"0.57"
"2017-46",2017-11-13,2017-11-19,"Friuli-Venezia Giulia",6,46,14,11,32,14671,"2.18",1,"1.5",2,"0.56",26,"3.86",3,"0.82"
"2017-46",2017-11-13,2017-11-19,"Liguria",7,44,9,13,46,14397,"3.2",11,"9.01",4,"1.8",28,"3.74",3,"0.87"
"2017-46",2017-11-13,2017-11-19,"Emilia Romagna",8,44,11,31,78,42208,"1.85",27,"12.86",24,"3.98",26,"1.06",1,"0.1"
"2017-46",2017-11-13,2017-11-19,"Tuscany",9,44,11,37,65,46838,"1.39",9,"4.7",9,"1.74",36,"1.31",11,"0.9"
"2017-46",2017-11-13,2017-11-19,"Umbria",10,43,12,6,5,6945,"0.72",0,"0",0,"0",5,"1.7",0,"0"
"2017-46",2017-11-13,2017-11-19,"Marche",11,44,14,6,19,7339,"2.59",4,"7.09",0,"0",12,"3.01",3,"1.82"
"2017-46",2017-11-13,2017-11-19,"Lazio",12,42,12,86,163,111782,"1.46",10,"1.98",14,"1.12",118,"1.7",21,"0.84"
"2017-46",2017-11-13,2017-11-19,"Abruzzo",13,42,13,20,39,23440,"1.66",0,"0",1,"0.47",30,"2.05",8,"1.44"
"2017-46",2017-11-13,2017-11-19,"Molise",14,42,15,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2017-46",2017-11-13,2017-11-19,"Campania",15,41,14,13,15,15122,"0.99",7,"3.22",7,"1.78",1,"0.14",0,"0"
"2017-46",2017-11-13,2017-11-19,"Apulia",16,41,17,64,155,80585,"1.92",38,"7.71",45,"3.79",57,"1.15",15,"1.06"
"2017-46",2017-11-13,2017-11-19,"Basilicata",17,41,16,5,7,5990,"1.17",0,"0",0,"0",7,"1.69",0,"0"
"2017-46",2017-11-13,2017-11-19,"Calabria",18,39,17,3,5,3002,"1.67",4,"4.21",1,"0.54",0,"0",0,"0"
"2017-46",2017-11-13,2017-11-19,"Sicily",19,38,13,42,59,53295,"1.11",0,"0",2,"0.74",39,"1.06",18,"1.38"
"2017-46",2017-11-13,2017-11-19,"Sardinia",20,39,9,14,7,15090,"0.46",0,"0",0,"0",5,"0.71",2,"0.56"
"2017-47",2017-11-20,2017-11-26,"Piedmont",1,45,8,26,86,36579,"2.35",22,"11.18",21,"4.38",37,"1.74",6,"0.7"
"2017-47",2017-11-20,2017-11-26,"Aosta Valley",2,46,7,4,9,4744,"1.9",0,"0",1,"2.15",6,"2.03",2,"1.75"
"2017-47",2017-11-20,2017-11-26,"Lombardy",3,45,9,108,297,148476,"2",53,"4.79",38,"1.56",173,"2.12",33,"1.05"
"2017-47",2017-11-20,2017-11-26,"AP Bolzano",21,46,11,6,5,8904,"0.56",4,"11.9",1,"1.33",0,"0",0,"0"
"2017-47",2017-11-20,2017-11-26,"AP Trento",22,46,11,12,37,14856,"2.49",20,"13.68",8,"2.29",9,"1.29",0,"0"
"2017-47",2017-11-20,2017-11-26,"Veneto",5,45,12,70,82,94037,"0.87",0,"0",2,"0.18",69,"1.23",11,"0.48"
"2017-47",2017-11-20,2017-11-26,"Friuli-Venezia Giulia",6,46,14,10,17,13763,"1.24",1,"1.45",1,"0.41",11,"1.59",4,"1.08"
"2017-47",2017-11-20,2017-11-26,"Liguria",7,44,9,13,46,14799,"3.11",9,"7.37",10,"4.56",23,"2.95",4,"1.12"
"2017-47",2017-11-20,2017-11-26,"Emilia Romagna",8,44,11,32,88,42532,"2.07",17,"7.38",12,"1.92",51,"2.14",8,"0.78"
"2017-47",2017-11-20,2017-11-26,"Tuscany",9,44,11,34,125,43855,"2.85",27,"14.09",16,"3.11",60,"2.37",22,"1.92"
