"data","codice_regione","denominazione_regione","codice_provincia","denominazione_provincia","sigla_provincia","lat","long","nuovi_casi","casi_totali"
2018-10-24,1,"Piemonte",3,"Novara","NO",45.44588506,8.621915884,0,3
2018-10-24,20,"Sardegna",91,"Nuoro","NU",40.32318834,9.330296393,0,1
2018-10-24,20,"Sardegna",95,"Oristano","OR",39.90381075,8.591183151,0,1
2018-10-24,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,0,9
2018-10-24,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,9
2018-10-24,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,0,19
2018-10-24,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,1,8
2018-10-24,6,"Friuli Venezia Giulia",93,"Pordenone","PN",45.95443546,12.66002909,1,3
2018-10-24,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,0,5
2018-10-24,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,0,22
2018-10-24,8,"Emilia-Romagna",99,"Rimini","RN",44.06090087,12.5656295,0,2
2018-10-24,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,0,45
2018-10-24,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,1
2018-10-24,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2
2018-10-24,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,10
2018-10-24,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,0,1
2018-10-24,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,45
2018-10-24,1,"Piemonte",2,"Vercelli","VC",45.32398135,8.423234312,0,2
2018-10-24,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,0,40
2018-10-24,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,6
2018-11-07,1,"Piemonte",6,"Alessandria","AL",44.91297351,8.615401155,1,4
2018-11-07,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,0,1
2018-11-07,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,0,44
2018-11-07,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,3
2018-11-07,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,0,1
2018-11-07,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,0,74
2018-11-07,8,"Emilia-Romagna",40,"Forlì-Cesena","FC",44.22268559,12.04068608,0,3
2018-11-07,3,"Lombardia",98,"Lodi","LO",45.31440693,9.503720769,0,1
2018-11-07,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,10
2018-11-07,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,0,1
2018-11-07,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,35
2018-11-07,1,"Piemonte",3,"Novara","NO",45.44588506,8.621915884,0,3
2018-11-07,20,"Sardegna",91,"Nuoro","NU",40.32318834,9.330296393,1,2
2018-11-07,20,"Sardegna",95,"Oristano","OR",39.90381075,8.591183151,0,1
2018-11-07,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,0,9
2018-11-07,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,9
2018-11-07,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,0,19
2018-11-07,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,8
2018-11-07,6,"Friuli Venezia Giulia",93,"Pordenone","PN",45.95443546,12.66002909,0,3
2018-11-07,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,0,5
2018-11-07,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,0,22
2018-11-07,8,"Emilia-Romagna",99,"Rimini","RN",44.06090087,12.5656295,0,2
2018-11-07,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,2,47
2018-11-07,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,1
2018-11-07,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2
2018-11-07,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,2,12
2018-11-07,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,0,1
2018-11-07,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,1,46
2018-11-07,1,"Piemonte",2,"Vercelli","VC",45.32398135,8.423234312,0,2
2018-11-07,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,0,40
2018-11-07,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,1,7
2018-11-14,1,"Piemonte",6,"Alessandria","AL",44.91297351,8.615401155,0,4
2018-11-14,1,"Piemonte",5,"Asti","AT",44.89912921,8.204142547,0,1
2018-11-14,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,0,44
2018-11-14,3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,0,3
2018-11-14,1,"Piemonte",4,"Cuneo","CN",44.39329625,7.551171632,0,1
2018-11-14,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,0,74
2018-11-14,8,"Emilia-Romagna",40,"Forlì-Cesena","FC",44.22268559,12.04068608,0,3
2018-11-14,3,"Lombardia",98,"Lodi","LO",45.31440693,9.503720769,0,1
2018-11-14,3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,0,10
2018-11-14,3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,0,1
2018-11-14,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,0,35
2018-11-14,1,"Piemonte",3,"Novara","NO",45.44588506,8.621915884,0,3
2018-11-14,20,"Sardegna",91,"Nuoro","NU",40.32318834,9.330296393,0,2
2018-11-14,20,"Sardegna",95,"Oristano","OR",39.90381075,8.591183151,0,1
2018-11-14,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,0,9
2018-11-14,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,0,9
2018-11-14,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,0,19
2018-11-14,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,0,8
2018-11-14,6,"Friuli Venezia Giulia",93,"Pordenone","PN",45.95443546,12.66002909,0,3
2018-11-14,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,0,5
2018-11-14,8,"Emilia-Romagna",35,"Reggio nell'Emilia","RE",44.69735289,10.63007973,0,22
2018-11-14,8,"Emilia-Romagna",99,"Rimini","RN",44.06090087,12.5656295,0,2
2018-11-14,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,0,47
2018-11-14,20,"Sardegna",90,"Sassari","SS",40.72667657,8.559667131,0,1
2018-11-14,1,"Piemonte",1,"Torino","TO",45.0732745,7.680687483,0,2
2018-11-14,5,"Veneto",26,"Treviso","TV",45.66754571,12.24507363,0,12
2018-11-14,6,"Friuli Venezia Giulia",30,"Udine","UD",46.06255516,13.2348383,0,1
2018-11-14,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,0,46
2018-11-14,1,"Piemonte",2,"Vercelli","VC",45.32398135,8.423234312,0,2
2018-11-14,5,"Veneto",23,"Verona","VR",45.43839046,10.99352685,0,40
2018-11-14,5,"Veneto",24,"Vicenza","VI",45.547497,11.54597109,0,7
