"year_week","start_date","end_date","region_name","region_code","lat","long","number_healthcare_workers","number_cases","population","incidence","cases_0-4","inc_0-4","cases_5-14","inc_5-14","cases_15-64","inc_15-64","cases_65+","inc_65+"
"2015-44",2015-10-26,2015-11-01,"Piedmont",1,45,8,27,68,36263,"1.88",22,"14.81",19,"5.36",24,"1.11",3,"0.31"
"2015-44",2015-10-26,2015-11-01,"Aosta Valley",2,46,7,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2015-44",2015-10-26,2015-11-01,"Lombardy",3,45,9,133,162,188835,"0.86",37,"2.35",28,"0.97",79,"2.01",18,"0.48"
"2015-44",2015-10-26,2015-11-01,"AP Bolzano",21,46,11,6,2,9114,"0.22",0,"0",0,"0",2,"0.34",0,"0"
"2015-44",2015-10-26,2015-11-01,"AP Trento",22,46,11,14,25,16402,"1.52",10,"6.26",4,"1.17",10,"1.23",1,"0.31"
"2015-44",2015-10-26,2015-11-01,"Veneto",5,45,12,77,22,100533,"0.22",1,"0.13",3,"0.18",18,"0.33",0,"0"
"2015-44",2015-10-26,2015-11-01,"Friuli-Venezia Giulia",6,46,14,15,9,20469,"0.44",0,"0",0,"0",4,"0.84",5,"0.99"
"2015-44",2015-10-26,2015-11-01,"Liguria",7,44,9,36,23,43592,"0.53",4,"1.62",1,"0.23",15,"1.8",3,"0.24"
"2015-44",2015-10-26,2015-11-01,"Emilia Romagna",8,44,11,22,50,30177,"1.66",13,"7.86",3,"0.86",31,"1.82",3,"0.38"
"2015-44",2015-10-26,2015-11-01,"Tuscany",9,44,11,50,40,66323,"0.6",6,"2.24",3,"0.5",24,"1.87",7,"0.39"
"2015-44",2015-10-26,2015-11-01,"Umbria",10,43,12,7,0,8042,"0",0,"0",0,"0",0,"0",0,"0"
"2015-44",2015-10-26,2015-11-01,"Marche",11,44,14,3,8,3434,"2.33",0,"0",1,"1.39",7,"4.27",0,"0"
"2015-44",2015-10-26,2015-11-01,"Lazio",12,42,12,75,65,96407,"0.67",2,"0.44",4,"0.38",54,"0.9",5,"0.23"
"2015-44",2015-10-26,2015-11-01,"Abruzzo",13,42,13,18,13,18805,"0.69",4,"1.5",1,"0.19",8,"2.46",0,"0"
"2015-44",2015-10-26,2015-11-01,"Molise",14,42,15,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2015-44",2015-10-26,2015-11-01,"Campania",15,41,14,5,6,5793,"1.04",2,"1.87",4,"2.39",0,"0",0,"0"
"2015-44",2015-10-26,2015-11-01,"Apulia",16,41,17,102,30,133315,"0.23",8,"1.15",6,"0.42",14,"0.48",2,"0.08"
"2015-44",2015-10-26,2015-11-01,"Basilicata",17,41,16,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2015-44",2015-10-26,2015-11-01,"Calabria",18,39,17,2,0,2908,"0",0,"0",0,"0",0,"0",0,"0"
"2015-44",2015-10-26,2015-11-01,"Sicily",19,38,13,54,68,72700,"0.94",8,"8.71",8,"2.39",38,"2.16",14,"0.7"
"2015-44",2015-10-26,2015-11-01,"Sardinia",20,39,9,13,14,14982,"0.93",7,"3.14",1,"0.3",4,"0.61",2,"0.7"
"2015-45",2015-11-02,2015-11-08,"Piedmont",1,45,8,29,39,40036,"0.97",7,"8.41",4,"1.56",18,"0.71",10,"0.88"
"2015-45",2015-11-02,2015-11-08,"Aosta Valley",2,46,7,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2015-45",2015-11-02,2015-11-08,"Lombardy",3,45,9,133,155,189814,"0.82",26,"1.94",31,"1.15",85,"2.06",13,"0.32"
"2015-45",2015-11-02,2015-11-08,"AP Bolzano",21,46,11,5,2,7947,"0.25",0,"0",0,"0",2,"0.35",0,"0"
"2015-45",2015-11-02,2015-11-08,"AP Trento",22,46,11,14,40,16402,"2.44",11,"6.88",4,"1.17",22,"2.71",3,"0.92"
"2015-45",2015-11-02,2015-11-08,"Veneto",5,45,12,78,44,102200,"0.43",3,"0.38",3,"0.18",38,"0.68",0,"0"
"2015-45",2015-11-02,2015-11-08,"Friuli-Venezia Giulia",6,46,14,15,13,19533,"0.67",0,"0",0,"0",12,"2.99",1,"0.2"
"2015-45",2015-11-02,2015-11-08,"Liguria",7,44,9,41,15,47584,"0.32",5,"2.02",1,"0.22",8,"0.72",1,"0.07"
"2015-45",2015-11-02,2015-11-08,"Emilia Romagna",8,44,11,34,69,45477,"1.52",17,"9.51",5,"1.05",40,"1.48",7,"0.59"
"2015-45",2015-11-02,2015-11-08,"Tuscany",9,44,11,45,32,59052,"0.54",5,"1.86",4,"0.69",19,"1.41",4,"0.26"
"2015-45",2015-11-02,2015-11-08,"Umbria",10,43,12,9,0,10303,"0",0,"0",0,"0",0,"0",0,"0"
"2015-45",2015-11-02,2015-11-08,"Marche",11,44,14,1,0,788,"0",0,"0",0,"0",0,"0",0,"0"
"2015-45",2015-11-02,2015-11-08,"Lazio",12,42,12,76,70,98535,"0.71",4,"1.02",9,"0.97",42,"0.66",15,"0.68"
"2015-45",2015-11-02,2015-11-08,"Abruzzo",13,42,13,21,9,22895,"0.39",2,"0.72",1,"0.19",6,"1.35",0,"0"
"2015-45",2015-11-02,2015-11-08,"Molise",14,42,15,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2015-45",2015-11-02,2015-11-08,"Campania",15,41,14,31,32,38228,"0.84",9,"2.83",4,"0.57",15,"0.69",4,"0.63"
"2015-45",2015-11-02,2015-11-08,"Apulia",16,41,17,109,29,140441,"0.21",10,"1.25",5,"0.34",11,"0.34",3,"0.11"
"2015-45",2015-11-02,2015-11-08,"Basilicata",17,41,16,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2015-45",2015-11-02,2015-11-08,"Calabria",18,39,17,2,0,2908,"0",0,"0",0,"0",0,"0",0,"0"
"2015-45",2015-11-02,2015-11-08,"Sicily",19,38,13,51,72,69740,"1.03",8,"6.36",7,"1.83",43,"2.46",14,"0.72"
"2015-45",2015-11-02,2015-11-08,"Sardinia",20,39,9,10,20,11123,"1.8",11,"5.89",5,"2",3,"0.66",1,"0.45"
"2015-46",2015-11-09,2015-11-15,"Piedmont",1,45,8,31,62,43260,"1.43",12,"7.93",12,"3.22",34,"1.28",4,"0.35"
