"year_week","start_date","end_date","region_name","region_code","lat","long","number_healthcare_workers","number_cases","population","incidence","cases_0-4","inc_0-4","cases_5-14","inc_5-14","cases_15-64","inc_15-64","cases_65+","inc_65+"
"2021-44",2021-11-01,2021-11-07,"Piedmont",1,45,8,51,396,72328,"5.48",115,"28.45",76,"8.45",169,"4.04",36,"2.06"
"2021-44",2021-11-01,2021-11-07,"Aosta Valley",2,46,7,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-44",2021-11-01,2021-11-07,"Lombardy",3,45,9,175,1287,236448,"5.44",396,"22.56",181,"4.6",595,"4.63",115,"2.26"
"2021-44",2021-11-01,2021-11-07,"AP Bolzano",21,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-44",2021-11-01,2021-11-07,"AP Trento",22,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-44",2021-11-01,2021-11-07,"Veneto",5,45,12,18,22,24813,"0.89",5,"3.52",0,"0",15,"1.1",2,"0.33"
"2021-44",2021-11-01,2021-11-07,"Friuli-Venezia Giulia",6,46,14,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-44",2021-11-01,2021-11-07,"Liguria",7,44,9,10,8,12624,"0.63",0,"0",0,"0",7,"0.91",1,"0.26"
"2021-44",2021-11-01,2021-11-07,"Emilia Romagna",8,44,11,44,208,53748,"3.87",68,"25.14",22,"3.34",105,"3.32",13,"1.01"
"2021-44",2021-11-01,2021-11-07,"Tuscany",9,44,11,27,110,44188,"2.49",29,"14.02",19,"3.44",52,"2.24",10,"0.75"
"2021-44",2021-11-01,2021-11-07,"Umbria",10,43,12,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-44",2021-11-01,2021-11-07,"Marche",11,44,14,7,26,8487,"3.06",0,"0",2,"2.34",23,"4.27",1,"0.5"
"2021-44",2021-11-01,2021-11-07,"Lazio",12,42,12,184,757,241530,"3.13",114,"12.08",79,"3.2",464,"3.08",100,"1.76"
"2021-44",2021-11-01,2021-11-07,"Abruzzo",13,42,13,35,112,38525,"2.91",23,"6.56",25,"3.3",53,"2.66",11,"1.47"
"2021-44",2021-11-01,2021-11-07,"Molise",14,42,15,10,8,7461,"1.07",0,"0",1,"2.02",5,"1.08",2,"0.95"
"2021-44",2021-11-01,2021-11-07,"Campania",15,41,14,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-44",2021-11-01,2021-11-07,"Apulia",16,41,17,88,260,110177,"2.36",63,"10.09",52,"3.86",109,"1.69",36,"1.39"
"2021-44",2021-11-01,2021-11-07,"Basilicata",17,41,16,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-44",2021-11-01,2021-11-07,"Calabria",18,39,17,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-44",2021-11-01,2021-11-07,"Sicily",19,38,13,108,263,129877,"2.02",42,"8.8",32,"2.37",140,"1.75",49,"1.56"
"2021-44",2021-11-01,2021-11-07,"Sardinia",20,39,9,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-45",2021-11-08,2021-11-14,"Piedmont",1,45,8,47,405,64404,"6.29",123,"29.03",76,"8.13",176,"4.91",30,"2"
"2021-45",2021-11-08,2021-11-14,"Aosta Valley",2,46,7,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-45",2021-11-08,2021-11-14,"Lombardy",3,45,9,211,1679,280281,"5.99",461,"25.1",200,"4.78",855,"5.44",163,"2.59"
"2021-45",2021-11-08,2021-11-14,"AP Bolzano",21,46,11,4,12,6118,"1.96",4,"11.87",0,"0",8,"2.18",0,"0"
"2021-45",2021-11-08,2021-11-14,"AP Trento",22,46,11,4,13,5762,"2.26",4,"10.93",1,"1.09",8,"2.56",0,"0"
"2021-45",2021-11-08,2021-11-14,"Veneto",5,45,12,29,40,40753,"0.98",7,"2.58",0,"0",28,"1.25",5,"0.52"
"2021-45",2021-11-08,2021-11-14,"Friuli-Venezia Giulia",6,46,14,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-45",2021-11-08,2021-11-14,"Liguria",7,44,9,14,48,17848,"2.69",5,"7.52",13,"8.25",28,"2.7",2,"0.38"
"2021-45",2021-11-08,2021-11-14,"Emilia Romagna",8,44,11,47,287,56241,"5.1",81,"27.5",38,"5.32",145,"4.43",23,"1.72"
"2021-45",2021-11-08,2021-11-14,"Tuscany",9,44,11,34,164,55231,"2.97",44,"16.34",26,"3.63",77,"2.66",17,"1.03"
"2021-45",2021-11-08,2021-11-14,"Umbria",10,43,12,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-45",2021-11-08,2021-11-14,"Marche",11,44,14,14,58,16231,"3.57",12,"8.69",18,"5.51",16,"1.94",12,"3.58"
"2021-45",2021-11-08,2021-11-14,"Lazio",12,42,12,185,862,243487,"3.54",149,"15.74",102,"4.12",491,"3.24",120,"2.08"
"2021-45",2021-11-08,2021-11-14,"Abruzzo",13,42,13,35,175,41735,"4.19",45,"15.37",42,"6.43",68,"2.86",20,"2.36"
"2021-45",2021-11-08,2021-11-14,"Molise",14,42,15,11,16,9295,"1.72",0,"0",1,"1.83",8,"1.32",7,"2.89"
"2021-45",2021-11-08,2021-11-14,"Campania",15,41,14,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-45",2021-11-08,2021-11-14,"Apulia",16,41,17,104,425,133169,"3.19",60,"8.76",51,"3.37",254,"3.19",60,"1.9"
"2021-45",2021-11-08,2021-11-14,"Basilicata",17,41,16,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-45",2021-11-08,2021-11-14,"Calabria",18,39,17,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-45",2021-11-08,2021-11-14,"Sicily",19,38,13,91,369,111025,"3.32",71,"18.15",60,"5.87",161,"2.33",77,"2.77"
"2021-45",2021-11-08,2021-11-14,"Sardinia",20,39,9,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2021-46",2021-11-15,2021-11-21,"Piedmont",1,45,8,46,375,64330,"5.83",111,"29.6",65,"8.24",163,"4.43",36,"2.26"
