"data","codice_regione","denominazione_regione","codice_provincia","denominazione_provincia","sigla_provincia","lat","long","eta","nuovi_casi","casi_totali","tipo_infezione"
2012-09-27,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","<=14",0,0,"neuroinvasiva"
2012-09-27,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","15-44",0,0,"neuroinvasiva"
2012-09-27,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","45-64",0,0,"neuroinvasiva"
2012-09-27,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","65-74",0,0,"neuroinvasiva"
2012-09-27,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502",">=75",1,1,"neuroinvasiva"
2012-09-27,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","<=14",0,0,"neuroinvasiva"
2012-09-27,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","15-44",0,0,"neuroinvasiva"
2012-09-27,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","45-64",0,0,"neuroinvasiva"
2012-09-27,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","65-74",0,0,"neuroinvasiva"
2012-09-27,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151",">=75",2,2,"neuroinvasiva"
2012-09-27,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","<=14",0,0,"neuroinvasiva"
2012-09-27,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","15-44",1,1,"neuroinvasiva"
2012-09-27,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","45-64",0,0,"neuroinvasiva"
2012-09-27,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","65-74",0,0,"neuroinvasiva"
2012-09-27,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909",">=75",0,0,"neuroinvasiva"
2012-09-27,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","<=14",0,0,"neuroinvasiva"
2012-09-27,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","15-44",1,1,"neuroinvasiva"
2012-09-27,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","45-64",1,1,"neuroinvasiva"
2012-09-27,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","65-74",1,1,"neuroinvasiva"
2012-09-27,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363",">=75",1,1,"neuroinvasiva"
2012-09-27,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","<=14",1,1,"neuroinvasiva"
2012-09-27,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","15-44",1,1,"neuroinvasiva"
2012-09-27,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","45-64",3,3,"neuroinvasiva"
2012-09-27,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","65-74",3,3,"neuroinvasiva"
2012-09-27,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213",">=75",6,6,"neuroinvasiva"
2012-10-04,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","<=14",0,0,"neuroinvasiva"
2012-10-04,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","15-44",0,0,"neuroinvasiva"
2012-10-04,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","45-64",0,0,"neuroinvasiva"
2012-10-04,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","65-74",0,0,"neuroinvasiva"
2012-10-04,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502",">=75",0,1,"neuroinvasiva"
2012-10-04,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","<=14",0,0,"neuroinvasiva"
2012-10-04,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","15-44",0,0,"neuroinvasiva"
2012-10-04,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","45-64",0,0,"neuroinvasiva"
2012-10-04,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","65-74",0,0,"neuroinvasiva"
2012-10-04,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151",">=75",0,2,"neuroinvasiva"
2012-10-04,5,"Veneto",28,"Padova","PD","4.540.692.987","1.187.608.718",NA,1,1,"febbre"
2012-10-04,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","<=14",0,0,"neuroinvasiva"
2012-10-04,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","15-44",0,1,"neuroinvasiva"
2012-10-04,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","45-64",0,0,"neuroinvasiva"
2012-10-04,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","65-74",0,0,"neuroinvasiva"
2012-10-04,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909",">=75",0,0,"neuroinvasiva"
2012-10-04,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","<=14",0,0,"neuroinvasiva"
2012-10-04,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","15-44",0,1,"neuroinvasiva"
2012-10-04,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","45-64",0,1,"neuroinvasiva"
2012-10-04,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","65-74",0,1,"neuroinvasiva"
2012-10-04,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363",">=75",0,1,"neuroinvasiva"
2012-10-04,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363",NA,1,1,"febbre"
2012-10-04,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","<=14",0,1,"neuroinvasiva"
2012-10-04,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","15-44",0,1,"neuroinvasiva"
2012-10-04,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","45-64",0,3,"neuroinvasiva"
2012-10-04,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","65-74",0,3,"neuroinvasiva"
2012-10-04,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213",">=75",0,6,"neuroinvasiva"
2012-10-04,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213",NA,10,10,"febbre"
2012-10-04,5,"Veneto",24,"Vicenza","VI","45.547.497","1.154.597.109",NA,2,2,"febbre"
2012-10-10,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","<=14",0,0,"neuroinvasiva"
2012-10-10,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","15-44",0,0,"neuroinvasiva"
2012-10-10,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","45-64",0,0,"neuroinvasiva"
2012-10-10,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","65-74",0,0,"neuroinvasiva"
2012-10-10,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502",">=75",0,1,"neuroinvasiva"
2012-10-10,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","<=14",0,0,"neuroinvasiva"
2012-10-10,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","15-44",0,0,"neuroinvasiva"
2012-10-10,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","45-64",0,0,"neuroinvasiva"
2012-10-10,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","65-74",0,0,"neuroinvasiva"
2012-10-10,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151",">=75",0,2,"neuroinvasiva"
2012-10-10,5,"Veneto",28,"Padova","PD","4.540.692.987","1.187.608.718",NA,0,1,"febbre"
2012-10-10,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","<=14",0,0,"neuroinvasiva"
2012-10-10,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","15-44",0,1,"neuroinvasiva"
2012-10-10,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","45-64",0,0,"neuroinvasiva"
2012-10-10,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","65-74",0,0,"neuroinvasiva"
2012-10-10,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909",">=75",0,0,"neuroinvasiva"
2012-10-10,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","<=14",0,0,"neuroinvasiva"
2012-10-10,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","15-44",0,1,"neuroinvasiva"
2012-10-10,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","45-64",0,1,"neuroinvasiva"
2012-10-10,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","65-74",0,1,"neuroinvasiva"
2012-10-10,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363",">=75",0,1,"neuroinvasiva"
2012-10-10,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363",NA,0,1,"febbre"
2012-10-10,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","<=14",0,1,"neuroinvasiva"
2012-10-10,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","15-44",0,1,"neuroinvasiva"
2012-10-10,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","45-64",0,3,"neuroinvasiva"
2012-10-10,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","65-74",0,3,"neuroinvasiva"
2012-10-10,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213",">=75",0,6,"neuroinvasiva"
2012-10-10,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213",NA,1,11,"febbre"
2012-10-10,5,"Veneto",24,"Vicenza","VI","45.547.497","1.154.597.109",NA,0,2,"febbre"
2012-10-17,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","<=14",0,0,"neuroinvasiva"
2012-10-17,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","15-44",0,0,"neuroinvasiva"
2012-10-17,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","45-64",0,0,"neuroinvasiva"
2012-10-17,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","65-74",0,0,"neuroinvasiva"
2012-10-17,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502",">=75",0,1,"neuroinvasiva"
2012-10-17,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","<=14",0,0,"neuroinvasiva"
2012-10-17,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","15-44",0,0,"neuroinvasiva"
2012-10-17,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","45-64",0,0,"neuroinvasiva"
2012-10-17,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","65-74",0,0,"neuroinvasiva"
2012-10-17,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151",">=75",0,2,"neuroinvasiva"
2012-10-17,5,"Veneto",28,"Padova","PD","4.540.692.987","1.187.608.718",NA,0,1,"febbre"
2012-10-17,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","<=14",0,0,"neuroinvasiva"
2012-10-17,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","15-44",0,1,"neuroinvasiva"
2012-10-17,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","45-64",0,0,"neuroinvasiva"
2012-10-17,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","65-74",0,0,"neuroinvasiva"
2012-10-17,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909",">=75",0,0,"neuroinvasiva"
2012-10-17,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","<=14",0,0,"neuroinvasiva"
2012-10-17,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","15-44",0,1,"neuroinvasiva"
2012-10-17,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","45-64",0,1,"neuroinvasiva"
2012-10-17,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","65-74",1,2,"neuroinvasiva"
2012-10-17,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363",">=75",0,1,"neuroinvasiva"
2012-10-17,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363",NA,0,1,"febbre"
2012-10-17,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","<=14",0,1,"neuroinvasiva"
2012-10-17,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","15-44",0,1,"neuroinvasiva"
2012-10-17,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","45-64",0,3,"neuroinvasiva"
2012-10-17,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","65-74",0,3,"neuroinvasiva"
2012-10-17,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213",">=75",0,6,"neuroinvasiva"
2012-10-17,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213",NA,2,13,"febbre"
2012-10-17,5,"Veneto",24,"Vicenza","VI","45.547.497","1.154.597.109",NA,0,2,"febbre"
2012-10-24,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","<=14",0,0,"neuroinvasiva"
2012-10-24,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","15-44",0,0,"neuroinvasiva"
2012-10-24,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","45-64",0,0,"neuroinvasiva"
2012-10-24,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","65-74",0,0,"neuroinvasiva"
2012-10-24,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502",">=75",0,1,"neuroinvasiva"
2012-10-24,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","<=14",0,0,"neuroinvasiva"
2012-10-24,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","15-44",0,0,"neuroinvasiva"
2012-10-24,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","45-64",0,0,"neuroinvasiva"
2012-10-24,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","65-74",0,0,"neuroinvasiva"
2012-10-24,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151",">=75",0,2,"neuroinvasiva"
2012-10-24,5,"Veneto",28,"Padova","PD","4.540.692.987","1.187.608.718",NA,0,1,"febbre"
2012-10-24,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","<=14",0,0,"neuroinvasiva"
2012-10-24,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","15-44",0,1,"neuroinvasiva"
2012-10-24,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","45-64",0,0,"neuroinvasiva"
2012-10-24,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","65-74",0,0,"neuroinvasiva"
2012-10-24,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909",">=75",0,0,"neuroinvasiva"
2012-10-24,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","<=14",0,0,"neuroinvasiva"
2012-10-24,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","15-44",0,1,"neuroinvasiva"
2012-10-24,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","45-64",0,1,"neuroinvasiva"
2012-10-24,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","65-74",0,2,"neuroinvasiva"
2012-10-24,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363",">=75",1,2,"neuroinvasiva"
2012-10-24,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363",NA,0,1,"febbre"
2012-10-24,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","<=14",0,1,"neuroinvasiva"
2012-10-24,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","15-44",0,1,"neuroinvasiva"
2012-10-24,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","45-64",0,3,"neuroinvasiva"
2012-10-24,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","65-74",1,4,"neuroinvasiva"
2012-10-24,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213",">=75",0,6,"neuroinvasiva"
2012-10-24,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213",NA,0,13,"febbre"
2012-10-24,5,"Veneto",24,"Vicenza","VI","45.547.497","1.154.597.109",NA,0,2,"febbre"
2012-10-31,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","<=14",0,0,"neuroinvasiva"
2012-10-31,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","15-44",0,0,"neuroinvasiva"
2012-10-31,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","45-64",0,0,"neuroinvasiva"
2012-10-31,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","65-74",0,0,"neuroinvasiva"
2012-10-31,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502",">=75",0,1,"neuroinvasiva"
2012-10-31,17,"Basilicata",77,"Matera","MT","4.066.751.177","1.659.792.442","<=14",0,0,"neuroinvasiva"
2012-10-31,17,"Basilicata",77,"Matera","MT","4.066.751.177","1.659.792.442","15-44",0,0,"neuroinvasiva"
2012-10-31,17,"Basilicata",77,"Matera","MT","4.066.751.177","1.659.792.442","45-64",1,1,"neuroinvasiva"
2012-10-31,17,"Basilicata",77,"Matera","MT","4.066.751.177","1.659.792.442","65-74",0,0,"neuroinvasiva"
2012-10-31,17,"Basilicata",77,"Matera","MT","4.066.751.177","1.659.792.442",">=75",0,0,"neuroinvasiva"
2012-10-31,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","<=14",0,0,"neuroinvasiva"
2012-10-31,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","15-44",0,0,"neuroinvasiva"
2012-10-31,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","45-64",0,0,"neuroinvasiva"
2012-10-31,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","65-74",0,0,"neuroinvasiva"
2012-10-31,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151",">=75",0,2,"neuroinvasiva"
2012-10-31,5,"Veneto",28,"Padova","PD","4.540.692.987","1.187.608.718",NA,0,1,"febbre"
2012-10-31,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","<=14",0,0,"neuroinvasiva"
2012-10-31,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","15-44",0,1,"neuroinvasiva"
2012-10-31,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","45-64",1,1,"neuroinvasiva"
2012-10-31,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","65-74",0,0,"neuroinvasiva"
2012-10-31,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909",">=75",0,0,"neuroinvasiva"
2012-10-31,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","<=14",0,0,"neuroinvasiva"
2012-10-31,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","15-44",0,1,"neuroinvasiva"
2012-10-31,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","45-64",0,1,"neuroinvasiva"
2012-10-31,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","65-74",0,2,"neuroinvasiva"
2012-10-31,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363",">=75",0,2,"neuroinvasiva"
2012-10-31,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363",NA,0,1,"febbre"
2012-10-31,6,"Friuli Venezia Giulia",30,"Udine","UD","4.606.255.516","132.348.383","<=14",0,0,"neuroinvasiva"
2012-10-31,6,"Friuli Venezia Giulia",30,"Udine","UD","4.606.255.516","132.348.383","15-44",0,0,"neuroinvasiva"
2012-10-31,6,"Friuli Venezia Giulia",30,"Udine","UD","4.606.255.516","132.348.383","45-64",1,1,"neuroinvasiva"
2012-10-31,6,"Friuli Venezia Giulia",30,"Udine","UD","4.606.255.516","132.348.383","65-74",0,0,"neuroinvasiva"
2012-10-31,6,"Friuli Venezia Giulia",30,"Udine","UD","4.606.255.516","132.348.383",">=75",0,0,"neuroinvasiva"
2012-10-31,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","<=14",0,1,"neuroinvasiva"
2012-10-31,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","15-44",0,1,"neuroinvasiva"
2012-10-31,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","45-64",0,3,"neuroinvasiva"
2012-10-31,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","65-74",0,4,"neuroinvasiva"
2012-10-31,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213",">=75",0,6,"neuroinvasiva"
2012-10-31,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213",NA,0,13,"febbre"
2012-10-31,5,"Veneto",24,"Vicenza","VI","45.547.497","1.154.597.109",NA,0,2,"febbre"
2012-11-07,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","<=14",0,0,"neuroinvasiva"
2012-11-07,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","15-44",0,0,"neuroinvasiva"
2012-11-07,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","45-64",0,0,"neuroinvasiva"
2012-11-07,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502","65-74",0,0,"neuroinvasiva"
2012-11-07,6,"Friuli Venezia Giulia",31,"Gorizia","GO","4.594.149.817","1.362.212.502",">=75",0,1,"neuroinvasiva"
2012-11-07,17,"Basilicata",77,"Matera","MT","4.066.751.177","1.659.792.442","<=14",0,0,"neuroinvasiva"
2012-11-07,17,"Basilicata",77,"Matera","MT","4.066.751.177","1.659.792.442","15-44",0,0,"neuroinvasiva"
2012-11-07,17,"Basilicata",77,"Matera","MT","4.066.751.177","1.659.792.442","45-64",0,1,"neuroinvasiva"
2012-11-07,17,"Basilicata",77,"Matera","MT","4.066.751.177","1.659.792.442","65-74",0,0,"neuroinvasiva"
2012-11-07,17,"Basilicata",77,"Matera","MT","4.066.751.177","1.659.792.442",">=75",0,0,"neuroinvasiva"
2012-11-07,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","<=14",0,0,"neuroinvasiva"
2012-11-07,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","15-44",0,0,"neuroinvasiva"
2012-11-07,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","45-64",0,0,"neuroinvasiva"
2012-11-07,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151","65-74",0,0,"neuroinvasiva"
2012-11-07,20,"Sardegna",95,"Oristano","OR","3.990.381.075","8.591.183.151",">=75",0,2,"neuroinvasiva"
2012-11-07,5,"Veneto",28,"Padova","PD","4.540.692.987","1.187.608.718",NA,0,1,"febbre"
2012-11-07,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","<=14",0,0,"neuroinvasiva"
2012-11-07,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","15-44",0,1,"neuroinvasiva"
2012-11-07,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","45-64",0,1,"neuroinvasiva"
2012-11-07,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909","65-74",0,0,"neuroinvasiva"
2012-11-07,6,"Friuli Venezia Giulia",93,"Pordenone","PN","4.595.443.546","1.266.002.909",">=75",0,0,"neuroinvasiva"
2012-11-07,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","<=14",0,0,"neuroinvasiva"
2012-11-07,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","15-44",0,1,"neuroinvasiva"
2012-11-07,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","45-64",0,1,"neuroinvasiva"
2012-11-07,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363","65-74",0,2,"neuroinvasiva"
2012-11-07,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363",">=75",0,2,"neuroinvasiva"
2012-11-07,5,"Veneto",26,"Treviso","TV","4.566.754.571","1.224.507.363",NA,0,1,"febbre"
2012-11-07,6,"Friuli Venezia Giulia",30,"Udine","UD","4.606.255.516","132.348.383","<=14",0,0,"neuroinvasiva"
2012-11-07,6,"Friuli Venezia Giulia",30,"Udine","UD","4.606.255.516","132.348.383","15-44",0,0,"neuroinvasiva"
2012-11-07,6,"Friuli Venezia Giulia",30,"Udine","UD","4.606.255.516","132.348.383","45-64",0,1,"neuroinvasiva"
2012-11-07,6,"Friuli Venezia Giulia",30,"Udine","UD","4.606.255.516","132.348.383","65-74",0,0,"neuroinvasiva"
2012-11-07,6,"Friuli Venezia Giulia",30,"Udine","UD","4.606.255.516","132.348.383",">=75",0,0,"neuroinvasiva"
2012-11-07,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","<=14",0,1,"neuroinvasiva"
2012-11-07,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","15-44",0,1,"neuroinvasiva"
2012-11-07,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","45-64",0,3,"neuroinvasiva"
2012-11-07,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213","65-74",0,4,"neuroinvasiva"
2012-11-07,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213",">=75",0,6,"neuroinvasiva"
2012-11-07,5,"Veneto",27,"Venezia","VE","4.543.490.485","1.233.845.213",NA,0,13,"febbre"
2012-11-07,5,"Veneto",24,"Vicenza","VI","45.547.497","1.154.597.109",NA,0,2,"febbre"
