"year_week","start_date","end_date","region_name","region_code","lat","long","number_healthcare_workers","number_cases","population","incidence","cases_0-4","inc_0-4","cases_5-14","inc_5-14","cases_15-64","inc_15-64","cases_65+","inc_65+"
"2013-43",2013-10-21,2013-10-27,"Piedmont",1,45,8,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2013-43",2013-10-21,2013-10-27,"Aosta Valley",2,46,7,1,0,1514,"0",0,"0",0,"0",0,"0",0,"0"
"2013-43",2013-10-21,2013-10-27,"Lombardy",3,45,9,121,112,168908,"0.66",19,"1.24",18,"0.66",67,"1.94",8,"0.24"
"2013-43",2013-10-21,2013-10-27,"AP Bolzano",21,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2013-43",2013-10-21,2013-10-27,"AP Trento",22,46,11,13,13,16049,"0.81",7,"4.17",1,"0.31",4,"0.49",1,"0.34"
"2013-43",2013-10-21,2013-10-27,"Veneto",5,45,12,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2013-43",2013-10-21,2013-10-27,"Friuli-Venezia Giulia",6,46,14,15,7,20849,"0.34",1,"0.47",0,"0",5,"1.15",1,"0.21"
"2013-43",2013-10-21,2013-10-27,"Liguria",7,44,9,39,14,50163,"0.28",2,"1.03",1,"0.29",7,"0.91",4,"0.27"
"2013-43",2013-10-21,2013-10-27,"Emilia Romagna",8,44,11,8,7,11541,"0.61",1,"3.79",3,"4.54",3,"0.41",0,"0"
"2013-43",2013-10-21,2013-10-27,"Tuscany",9,44,11,42,28,55610,"0.5",2,"0.82",0,"0",23,"1.9",3,"0.23"
"2013-43",2013-10-21,2013-10-27,"Umbria",10,43,12,7,0,8043,"0",0,"0",0,"0",0,"0",0,"0"
"2013-43",2013-10-21,2013-10-27,"Marche",11,44,14,3,7,3746,"1.87",0,"0",0,"0",6,"2.34",1,"0.96"
"2013-43",2013-10-21,2013-10-27,"Lazio",12,42,12,65,46,84703,"0.54",8,"2.01",2,"0.23",35,"0.65",1,"0.06"
"2013-43",2013-10-21,2013-10-27,"Abruzzo",13,42,13,11,6,11724,"0.51",1,"0.85",4,"1.62",1,"1.18",0,"0"
"2013-43",2013-10-21,2013-10-27,"Molise",14,42,15,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2013-43",2013-10-21,2013-10-27,"Campania",15,41,14,7,6,9535,"0.63",2,"2.47",2,"1.4",2,"0.34",0,"0"
"2013-43",2013-10-21,2013-10-27,"Apulia",16,41,17,83,14,105486,"0.13",3,"0.56",2,"0.17",7,"0.31",2,"0.09"
"2013-43",2013-10-21,2013-10-27,"Basilicata",17,41,16,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2013-43",2013-10-21,2013-10-27,"Calabria",18,39,17,3,2,4349,"0.46",0,"0",2,"2.25",0,"0",0,"0"
"2013-43",2013-10-21,2013-10-27,"Sicily",19,38,13,36,34,48369,"0.7",0,"0",1,"0.34",25,"2.19",8,"0.72"
"2013-43",2013-10-21,2013-10-27,"Sardinia",20,39,9,7,13,7444,"1.75",9,"9.89",4,"2.57",0,"0",0,"0"
"2013-44",2013-10-28,2013-11-03,"Piedmont",1,45,8,22,44,30369,"1.45",6,"5.15",7,"2.39",25,"1.34",6,"0.79"
"2013-44",2013-10-28,2013-11-03,"Aosta Valley",2,46,7,3,4,3176,"1.26",0,"0",2,"2.17",2,"1.85",0,"0"
"2013-44",2013-10-28,2013-11-03,"Lombardy",3,45,9,127,124,178938,"0.69",36,"2.52",27,"1",50,"1.36",11,"0.3"
"2013-44",2013-10-28,2013-11-03,"AP Bolzano",21,46,11,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2013-44",2013-10-28,2013-11-03,"AP Trento",22,46,11,13,8,16639,"0.48",5,"3.83",3,"1.14",0,"0",0,"0"
"2013-44",2013-10-28,2013-11-03,"Veneto",5,45,12,0,0,0,"0",0,"0",0,"0",0,"0",0,"0"
"2013-44",2013-10-28,2013-11-03,"Friuli-Venezia Giulia",6,46,14,12,0,16693,"0",0,"0",0,"0",0,"0",0,"0"
"2013-44",2013-10-28,2013-11-03,"Liguria",7,44,9,40,16,49233,"0.32",8,"3.07",3,"0.69",4,"0.39",1,"0.07"
